contrast	estimate	se	df	t.ratio	p.value	gene	compartment	model_arm	covariates	n_model_donors	ci_lo	ci_hi
COPD	0.0182558496181704	0.0286344693607457	50	0.637548033042892	0.52667682297166	ACE	ATI	adjusted	mean_log10_counts+sex+age+ever_smoker	57	-0.0378677103288912	0.074379409565232
COPD	0.0117164253744696	0.0239526025795621	51	0.489150410088078	0.626832384139666	ACE	ATI	no_smoking	mean_log10_counts+sex+age	57	-0.0352306756814722	0.0586635264304114
COPD	-0.0133579386063417	0.0230348137594074	54	-0.579902175283979	0.564392457673188	ACE	ATI	unadjusted	none	57	-0.0585061735747803	0.0317902963620969
IPF	-0.000446974575230963	0.0279664901466492	50	-0.0159825052370584	0.987311954413078	ACE	ATI	adjusted	mean_log10_counts+sex+age+ever_smoker	57	-0.0552612952626634	0.0543673461122014
IPF	-0.00433434306651875	0.0262147100415138	51	-0.165340110939807	0.869329951004955	ACE	ATI	no_smoking	mean_log10_counts+sex+age	57	-0.0557151747478857	0.0470464886148482
IPF	-0.0125917802814249	0.0214573323105846	54	-0.586828786503601	0.559764184714358	ACE	ATI	unadjusted	none	57	-0.0546481516101707	0.029464591047321
COPD	0.0027630234764979	0.0195300033122937	58	0.141475832457163	0.887984309104712	ACE	ATII	adjusted	mean_log10_counts+sex+age+ever_smoker	65	-0.0355157830155977	0.0410418299685935
COPD	-0.0145364797638202	0.0167258059946868	59	-0.869104889082052	0.388311640020358	ACE	ATII	no_smoking	mean_log10_counts+sex+age	65	-0.0473190595134063	0.0182460999857659
COPD	-0.0108123802941581	0.0150054635364788	62	-0.720562898165246	0.473886580118519	ACE	ATII	unadjusted	none	65	-0.0402230888256566	0.0185983282373404
IPF	-0.000311702468292089	0.0173706548066167	58	-0.0179441979454544	0.985744956773196	ACE	ATII	adjusted	mean_log10_counts+sex+age+ever_smoker	65	-0.0343581858892607	0.0337347809526766
IPF	-0.00955224053879774	0.0166849496336765	59	-0.572506405384511	0.569154246979589	ACE	ATII	no_smoking	mean_log10_counts+sex+age	65	-0.0422547418208037	0.0231502607432082
IPF	-0.00178654575358326	0.0132864037941259	62	-0.134464207265258	0.893471070701278	ACE	ATII	unadjusted	none	65	-0.02782789719007	0.0242548056829035
COPD	0.0577676664217466	0.107572681917237	68	0.537010562460376	0.59301315527937	ACE	Endothelial	adjusted	mean_log10_counts+sex+age+ever_smoker	75	-0.153074790136038	0.268610122979531
COPD	0.107839454425229	0.0942010673023921	69	1.14477953927058	0.25625596879756	ACE	Endothelial	no_smoking	mean_log10_counts+sex+age	75	-0.0767946374874591	0.292473546337918
COPD	0.157420152477025	0.0856130028981978	72	1.8387411625336	0.0700771720300444	ACE	Endothelial	unadjusted	none	75	-0.0103813332034429	0.325221638157492
IPF	0.0466249255681635	0.100662549741574	68	0.4631804547755	0.644714051890802	ACE	Endothelial	adjusted	mean_log10_counts+sex+age+ever_smoker	75	-0.150673671925321	0.243923523061648
IPF	0.0735450136327157	0.0966769286844864	69	0.760729727696835	0.449410406075747	ACE	Endothelial	no_smoking	mean_log10_counts+sex+age	75	-0.115941766588878	0.263031793854309
IPF	0.0188949612642569	0.0724717871004501	72	0.26072161347515	0.795051447140356	ACE	Endothelial	unadjusted	none	75	-0.123149741452625	0.160939663981139
COPD	-0.0371375679286648	0.0347141533151994	63	-1.06981056376231	0.288786335822006	ACE	Fibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	70	-0.105177308426456	0.030902172569126
COPD	-0.00888144875490343	0.0309775083647783	64	-0.286706362897853	0.775263303861859	ACE	Fibroblast	no_smoking	mean_log10_counts+sex+age	70	-0.069597365149869	0.0518344676400621
COPD	-0.00052494927279576	0.0272241523202702	67	-0.0192824836792035	0.984673066308718	ACE	Fibroblast	unadjusted	none	70	-0.0538842878205253	0.0528343892749338
IPF	0.0212975931998942	0.0302936978816839	63	0.703037089861886	0.48462259777428	ACE	Fibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	70	-0.0380780546482062	0.0806732410479946
IPF	0.0343368412030001	0.0297534780112167	64	1.15404461925613	0.252773215086862	ACE	Fibroblast	no_smoking	mean_log10_counts+sex+age	70	-0.0239799756989846	0.0926536581049848
IPF	0.0445579548982577	0.0235899020958669	67	1.8888571354463	0.0632402722826832	ACE	Fibroblast	unadjusted	none	70	-0.00167825320964136	0.0907941630061568
COPD	-0.00406743783320863	0.0299492925714968	46	-0.135810815013363	0.892563439383089	ACE	Mural	adjusted	mean_log10_counts+sex+age+ever_smoker	53	-0.0627680512733423	0.054633175606925
COPD	0.00711658892392118	0.0259338707596694	47	0.27441290927494	0.784969899136699	ACE	Mural	no_smoking	mean_log10_counts+sex+age	53	-0.0437137977650308	0.0579469756128732
COPD	0.0116466828750598	0.0257077431135644	50	0.453041825710269	0.652478556384967	ACE	Mural	unadjusted	none	53	-0.0387404936275263	0.0620338593776459
IPF	0.0100461000901887	0.0253890742214991	46	0.39568595540525	0.694165973000754	ACE	Mural	adjusted	mean_log10_counts+sex+age+ever_smoker	53	-0.0397164853839495	0.0598086855643268
IPF	0.0144638872472229	0.0245969387079137	47	0.588036073065034	0.55932317833686	ACE	Mural	no_smoking	mean_log10_counts+sex+age	53	-0.033746112620288	0.0626738871147338
IPF	0.00771942589860461	0.0221257024327585	50	0.348889528911657	0.728637220155186	ACE	Mural	unadjusted	none	53	-0.035646950869602	0.0510858026668112
COPD	-0.013062631104779	0.0163274926732165	56	-0.800039011881285	0.427069077212557	ACE	Myofibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	63	-0.0450645167442833	0.0189392545347252
COPD	-0.00244288583712397	0.0144059554833761	57	-0.169574717896564	0.86594500714958	ACE	Myofibroblast	no_smoking	mean_log10_counts+sex+age	63	-0.0306785585845412	0.0257927869102933
COPD	-0.00976261915253984	0.0131410253055224	60	-0.742911525209316	0.460434181287591	ACE	Myofibroblast	unadjusted	none	63	-0.0355190287513637	0.015993790446284
IPF	0.0220082613397968	0.0144943827802124	56	1.5183993463897	0.134539576268989	ACE	Myofibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	63	-0.00640072890941963	0.0504172515890131
IPF	0.0271295848043827	0.0140883406396432	57	1.92567638008715	0.0591383126008263	ACE	Myofibroblast	no_smoking	mean_log10_counts+sex+age	63	-0.000483562849317939	0.0547427324580833
IPF	0.0212824488625193	0.0109389015112981	60	1.94557459362241	0.0563950736789704	ACE	Myofibroblast	unadjusted	none	63	-0.000157798099624906	0.0427226958246635
COPD	0.00271949405210438	0.0742394459380341	28	0.0366313893879849	0.971038832760545	ACE	Pericyte	adjusted	mean_log10_counts+sex+age+ever_smoker	35	-0.142789819986443	0.148228808090651
COPD	0.0191652241960305	0.0688928844270349	29	0.278188732485553	0.782841380184298	ACE	Pericyte	no_smoking	mean_log10_counts+sex+age	35	-0.115864829280958	0.154195277673019
COPD	0.0592518874206334	0.0639562901159746	32	0.926443471208062	0.361150480180066	ACE	Pericyte	unadjusted	none	35	-0.0661024412066769	0.184606216047944
IPF	0.00391752327735116	0.066944193363178	28	0.0585192393924035	0.953750688514299	ACE	Pericyte	adjusted	mean_log10_counts+sex+age+ever_smoker	35	-0.127293095714478	0.13512814226918
IPF	0.00726847829378412	0.0660504190273265	29	0.110044393371327	0.913132181392874	ACE	Pericyte	no_smoking	mean_log10_counts+sex+age	35	-0.122190342999776	0.136727299587344
IPF	0.0199873907987329	0.0583838379847733	32	0.342344585224864	0.734330047085259	ACE	Pericyte	unadjusted	none	35	-0.0944449316514228	0.134419713248889
COPD	-0.0106785163837978	0.0179638054766665	38	-0.594446226756813	0.555736717698968	ACE	SMC	adjusted	mean_log10_counts+sex+age+ever_smoker	45	-0.0458875751180642	0.0245305423504686
COPD	-0.0174584994002037	0.0152726617416321	39	-1.14312093697546	0.259957193223669	ACE	SMC	no_smoking	mean_log10_counts+sex+age	45	-0.0473929164138027	0.0124759176133953
COPD	-0.0173988440286113	0.0155394219847846	42	-1.11965837890543	0.269221696150972	ACE	SMC	unadjusted	none	45	-0.0478561111187891	0.0130584230615665
IPF	-0.00620397865619091	0.0152429706273506	38	-0.407005878831719	0.68628724221106	ACE	SMC	adjusted	mean_log10_counts+sex+age+ever_smoker	45	-0.036080201085798	0.0236722437734162
IPF	-0.00925930704539972	0.0145663045260989	39	-0.635666172487985	0.528706680971563	ACE	SMC	no_smoking	mean_log10_counts+sex+age	45	-0.0378092639165536	0.0192906498257542
IPF	-0.00444523797364402	0.0137469766497183	42	-0.323361135099848	0.748026346611334	ACE	SMC	unadjusted	none	45	-0.0313893122070919	0.0224988362598039
COPD	-0.00491128361951561	0.00928453029696127	50	-0.528974914446994	0.599163452535966	ACE2	ATI	adjusted	mean_log10_counts+sex+age+ever_smoker	57	-0.0231089630015597	0.0132863957625285
COPD	-0.000613890678742201	0.00780976887455083	51	-0.0786054861037751	0.937654033526871	ACE2	ATI	no_smoking	mean_log10_counts+sex+age	57	-0.0159210376728618	0.0146932563153774
COPD	-0.00229416272642376	0.00681569517235098	54	-0.336599960592489	0.737723117521766	ACE2	ATI	unadjusted	none	57	-0.0156529252642317	0.0110645998113842
IPF	-0.0108663821746102	0.00906794261821343	50	-1.19832939312876	0.236438078486677	ACE2	ATI	adjusted	mean_log10_counts+sex+age+ever_smoker	57	-0.0286395497063085	0.00690678535708818
IPF	-0.00831179184829252	0.00854733116610378	51	-0.972442939996833	0.3354200240516	ACE2	ATI	no_smoking	mean_log10_counts+sex+age	57	-0.0250645609338559	0.00844097723727089
IPF	-0.00849115446600648	0.00634893938228847	54	-1.33741306299035	0.186694026405408	ACE2	ATI	unadjusted	none	57	-0.0209350756552919	0.00395276672327892
COPD	-0.00110239737223189	0.0169191706802367	58	-0.0651567025988809	0.948273296784826	ACE2	ATII	adjusted	mean_log10_counts+sex+age+ever_smoker	65	-0.0342639719054958	0.032059177161032
COPD	0.000135547814378656	0.0141627308518827	59	0.00957073997919243	0.992396059786105	ACE2	ATII	no_smoking	mean_log10_counts+sex+age	65	-0.0276234046553114	0.0278945002840687
COPD	-0.00779069456196505	0.0130808555263017	62	-0.595579895084101	0.5536238504943	ACE2	ATII	unadjusted	none	65	-0.0334291713935164	0.0178477822695863
IPF	-0.00370704350531054	0.0150484907145725	58	-0.246339887210135	0.806288888688928	ACE2	ATII	adjusted	mean_log10_counts+sex+age+ever_smoker	65	-0.0332020853058726	0.0257879982952515
IPF	-0.00304579448173085	0.0141281353504904	59	-0.215583614268328	0.830055878271563	ACE2	ATII	no_smoking	mean_log10_counts+sex+age	65	-0.030736939768692	0.0246453508052303
IPF	-0.0151854460789251	0.0115822832178799	62	-1.31109262252221	0.194661718591764	ACE2	ATII	unadjusted	none	65	-0.0378867211859697	0.00751582902811952
COPD	-0.00927053359128281	0.017890606218418	68	-0.518178840789588	0.606015476698931	ACE2	Endothelial	adjusted	mean_log10_counts+sex+age+ever_smoker	75	-0.044336121779382	0.0257950545968164
COPD	-0.0189502267175523	0.0157039023578749	69	-1.2067208701186	0.231660571915579	ACE2	Endothelial	no_smoking	mean_log10_counts+sex+age	75	-0.0497298753389871	0.0118294219038825
COPD	-0.0157920067633802	0.0136666225617771	72	-1.15551641907104	0.25169925717583	ACE2	Endothelial	unadjusted	none	75	-0.0425785869844635	0.010994573457703
IPF	-0.00102296095980127	0.0167413697071713	68	-0.0611037793020649	0.951455797824773	ACE2	Endothelial	adjusted	mean_log10_counts+sex+age+ever_smoker	75	-0.0338360455858569	0.0317901236662544
IPF	-0.00622705296024852	0.0161166438109121	69	-0.386374051155264	0.700408572676018	ACE2	Endothelial	no_smoking	mean_log10_counts+sex+age	75	-0.0378156748296362	0.0253615689091392
IPF	-0.00812377281169849	0.0115688566824021	72	-0.702210515240971	0.484811870399638	ACE2	Endothelial	unadjusted	none	75	-0.0307987319092065	0.0145511862858095
COPD	-0.0372655148544668	0.0406883717116794	63	-0.915876288157532	0.363224333819156	ACE2	Fibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	70	-0.117014723409358	0.0424836937004247
COPD	-0.024663101612321	0.0356142691289615	64	-0.692506184052645	0.491124651090912	ACE2	Fibroblast	no_smoking	mean_log10_counts+sex+age	70	-0.0944670691050855	0.0451408658804434
COPD	-0.00514749558923062	0.0324448544100868	67	-0.15865368123305	0.874418982587054	ACE2	Fibroblast	unadjusted	none	70	-0.0687394102330007	0.0584444190545394
IPF	0.00954264668255225	0.0355071670260666	63	0.268752690845394	0.788998150965141	ACE2	Fibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	70	-0.0600514006885383	0.0791366940536428
IPF	0.0153582362435758	0.0342070240426094	64	0.448979023268586	0.654963445273896	ACE2	Fibroblast	no_smoking	mean_log10_counts+sex+age	70	-0.0516875308799387	0.0824040033670903
IPF	0.0271596316472286	0.0281136738453646	67	0.966064833668355	0.337485961821169	ACE2	Fibroblast	unadjusted	none	70	-0.0279431690896861	0.0822624323841432
COPD	0.0277210880612441	0.016286091610575	46	1.70213263710515	0.0954805101788941	ACE2	Mural	adjusted	mean_log10_counts+sex+age+ever_smoker	53	-0.00419965149548284	0.0596418276179711
COPD	0.0240809277501686	0.0140467492374948	47	1.71434168454362	0.0930542161596842	ACE2	Mural	no_smoking	mean_log10_counts+sex+age	53	-0.00345070075532111	0.0516125562556583
COPD	0.0214579745672072	0.0137856979058145	50	1.55653886468502	0.125887683011713	ACE2	Mural	unadjusted	none	53	-0.00556199332818919	0.0484779424626036
IPF	0.0201856162115839	0.0138062956810054	46	1.46205880838516	0.150523765705288	ACE2	Mural	adjusted	mean_log10_counts+sex+age+ever_smoker	53	-0.00687472332318664	0.0472459557463544
IPF	0.0187477214514016	0.0133226170995423	47	1.40721010829363	0.165944118179398	ACE2	Mural	no_smoking	mean_log10_counts+sex+age	53	-0.00736460806370139	0.0448600509665046
IPF	0.0129485695110177	0.0118648396455702	50	1.09133961332988	0.280354612658258	ACE2	Mural	unadjusted	none	53	-0.0103065161943	0.0362036552163353
COPD	-0.000417014405177306	0.000635523524927811	56	-0.65617461639154	0.514398999962722	ACE2	Myofibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	63	-0.00166264051403582	0.000828611703681204
COPD	-7.54565850419701e-05	0.000557925236238067	57	-0.135244975743977	0.89289466346957	ACE2	Myofibroblast	no_smoking	mean_log10_counts+sex+age	63	-0.00116899004806858	0.00101807687798464
COPD	1.97137725002148e-19	0.000500797070137811	60	3.93647920000608e-16	1	ACE2	Myofibroblast	unadjusted	none	63	-0.000981562257470109	0.00098156225747011
IPF	0.000257830963747897	0.000564172431156201	56	0.457007378434824	0.649433660524629	ACE2	Myofibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	63	-0.000847947001318256	0.00136360892881405
IPF	0.000422545656491008	0.000545624397399094	57	0.774425884372504	0.441879546302988	ACE2	Myofibroblast	no_smoking	mean_log10_counts+sex+age	63	-0.000646878162411217	0.00149196947539323
IPF	0.000504084312385793	0.000416875373117347	60	1.2091966685782	0.231330624994406	ACE2	Myofibroblast	unadjusted	none	63	-0.000312991418924208	0.00132116004369579
COPD	0.058975928851286	0.042937781025638	28	1.37352064877483	0.180489072712442	ACE2	Pericyte	adjusted	mean_log10_counts+sex+age+ever_smoker	35	-0.0251821219589644	0.143133979661536
COPD	0.0423198207118603	0.0404297418532219	29	1.04674971375034	0.303861508429078	ACE2	Pericyte	no_smoking	mean_log10_counts+sex+age	35	-0.0369224733204546	0.121562114744175
COPD	0.0278152475320655	0.0368001052713098	32	0.755846955518111	0.455269276844792	ACE2	Pericyte	unadjusted	none	35	-0.0443129587997017	0.0999434538638328
IPF	0.0467525108773633	0.0387184343747032	28	1.20750003538132	0.237340993485686	ACE2	Pericyte	adjusted	mean_log10_counts+sex+age+ever_smoker	35	-0.029135620497055	0.122640642251782
IPF	0.043358689585417	0.0387616429879662	29	1.11859782617775	0.272492275720957	ACE2	Pericyte	no_smoking	mean_log10_counts+sex+age	35	-0.0326141306709967	0.119331509841831
IPF	0.0325918544948487	0.0335937462927686	32	0.970176240863749	0.339235060500306	ACE2	Pericyte	unadjusted	none	35	-0.0332518882389777	0.0984355972286752
COPD	0.0203500568003285	0.0233999542655081	38	0.869662246747415	0.389945326127559	ACE2	SMC	adjusted	mean_log10_counts+sex+age+ever_smoker	45	-0.0255138535600673	0.0662139671607244
COPD	0.0256665038457557	0.0198068583888689	39	1.29583921598489	0.202647891248506	ACE2	SMC	no_smoking	mean_log10_counts+sex+age	45	-0.0131549385964274	0.0644879462879388
COPD	0.0253315335953972	0.0192952939965489	42	1.31283480831792	0.196367072941672	ACE2	SMC	unadjusted	none	45	-0.0124872426378387	0.0631503098286331
IPF	0.00526336470405151	0.0198557491626031	38	0.265080136788023	0.792380426909128	ACE2	SMC	adjusted	mean_log10_counts+sex+age+ever_smoker	45	-0.0336539036546506	0.0441806330627536
IPF	0.0076591659248383	0.0188907955848402	39	0.405444328188313	0.68736664183019	ACE2	SMC	no_smoking	mean_log10_counts+sex+age	45	-0.0293667934214485	0.0446851252711251
IPF	0.00107966525446765	0.0170696153486101	42	0.0632507079051175	0.949866938377802	ACE2	SMC	unadjusted	none	45	-0.0323767808288082	0.0345361113377435
COPD	0	0	50			AGT	ATI	adjusted	mean_log10_counts+sex+age+ever_smoker	57	0	0
COPD	0	0	51			AGT	ATI	no_smoking	mean_log10_counts+sex+age	57	0	0
COPD	0	0	54			AGT	ATI	unadjusted	none	57	0	0
IPF	0	0	50			AGT	ATI	adjusted	mean_log10_counts+sex+age+ever_smoker	57	0	0
IPF	0	0	51			AGT	ATI	no_smoking	mean_log10_counts+sex+age	57	0	0
IPF	0	0	54			AGT	ATI	unadjusted	none	57	0	0
COPD	-0.00621960659829766	0.0071081097528502	58	-0.875001486267672	0.385182211540588	AGT	ATII	adjusted	mean_log10_counts+sex+age+ever_smoker	65	-0.020151501713884	0.00771228851728873
COPD	-0.00332073477182924	0.00597871622412964	59	-0.55542605591933	0.580703283259376	AGT	ATII	no_smoking	mean_log10_counts+sex+age	65	-0.0150390185711233	0.00839754902746485
COPD	-0.00321975054378922	0.00532111056706289	62	-0.60508995316112	0.547327646981557	AGT	ATII	unadjusted	none	65	-0.0136491272552325	0.00720962616765404
IPF	0.00106075366052911	0.00632219661563411	58	0.167782453634229	0.867338096480934	AGT	ATII	adjusted	mean_log10_counts+sex+age+ever_smoker	65	-0.0113307517061137	0.013452259027172
IPF	0.00260918745668389	0.00596411193011184	59	0.437481302708376	0.66335962547159	AGT	ATII	no_smoking	mean_log10_counts+sex+age	65	-0.0090804719263353	0.0142988468397031
IPF	0.00328695243496784	0.00471151214058249	62	0.697642781529896	0.488008707942388	AGT	ATII	unadjusted	none	65	-0.00594761136057383	0.0125215162305095
COPD	0.000750063256810245	0.000604122855730166	68	1.24157404358372	0.218659388806562	AGT	Endothelial	adjusted	mean_log10_counts+sex+age+ever_smoker	75	-0.000434017540420881	0.00193414405404137
COPD	0.000170988491037403	0.000540497517812817	69	0.316353887672466	0.752688975877088	AGT	Endothelial	no_smoking	mean_log10_counts+sex+age	75	-0.000888386643875719	0.00123036362595053
COPD	-1.19608608719375e-19	0.000474919408104717	72	-2.51850328030818e-16	1	AGT	Endothelial	unadjusted	none	75	-0.000930842039885244	0.000930842039885244
IPF	0.000862497702729572	0.00056531589555187	68	1.52569158149638	0.1317246464387	AGT	Endothelial	adjusted	mean_log10_counts+sex+age+ever_smoker	75	-0.000245521452552093	0.00197051685801124
IPF	0.000551169821059348	0.000554703269082863	69	0.993630021273613	0.323874834340134	AGT	Endothelial	no_smoking	mean_log10_counts+sex+age	75	-0.000536048586343063	0.00163838822846176
IPF	0.000571850107383897	0.000402021387743676	72	1.42243702653079	0.159217472865993	AGT	Endothelial	unadjusted	none	75	-0.000216111812593707	0.0013598120273615
COPD	0.00891288765594911	0.0372970879294219	63	0.238970068462588	0.8119044771147	AGT	Fibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	70	-0.0641894046857178	0.082015179997616
COPD	0.0201695628329873	0.0326404065335809	64	0.617932341382962	0.538812697651475	AGT	Fibroblast	no_smoking	mean_log10_counts+sex+age	70	-0.0438056339728312	0.0841447596388059
COPD	0.0157865469815184	0.0286437155941292	67	0.551134748201243	0.583374606522974	AGT	Fibroblast	unadjusted	none	70	-0.0403551355829748	0.0719282295460116
IPF	0.0892384948463146	0.0325477249392051	63	2.74177365739081	0.0079443175874045	AGT	Fibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	70	0.0254449539654725	0.153032035727157
IPF	0.0944330715828151	0.0313506692222637	64	3.01215488936847	0.00371191936824099	AGT	Fibroblast	no_smoking	mean_log10_counts+sex+age	70	0.0329857599071782	0.155880383258452
