contrast	estimate	se	df	t.ratio	p.value	gene	compartment	model_arm	covariates	n_model_donors	ci_lo	ci_hi
IPF	0.0886832830339108	0.0248199627513933	67	3.57306269643505	0.000659462530821246	AGT	Fibroblast	unadjusted	none	70	0.0400361560411799	0.137330410026642
COPD	-0.062361764338314	0.103861348203042	46	-0.600432840679106	0.551164726968571	AGT	Mural	adjusted	mean_log10_counts+sex+age+ever_smoker	53	-0.265930006816275	0.141206478139647
COPD	-0.0627982207039007	0.0893811842390016	47	-0.702588819319969	0.485777463997016	AGT	Mural	no_smoking	mean_log10_counts+sex+age	53	-0.237985341812344	0.112388900404542
COPD	-0.0985759647234294	0.0930173701385409	50	-1.05975867277918	0.294347110274209	AGT	Mural	unadjusted	none	53	-0.28089001019497	0.0837380807481108
IPF	0.022185974348893	0.0880469370679428	46	0.251978945409229	0.802179781383485	AGT	Mural	adjusted	mean_log10_counts+sex+age+ever_smoker	53	-0.150386022304275	0.194757971002061
IPF	0.0220135703151432	0.0847734428362477	47	0.259675313148077	0.796248371789732	AGT	Mural	no_smoking	mean_log10_counts+sex+age	53	-0.144142377643902	0.188169518274189
IPF	-0.0650406709634009	0.0800566056565734	50	-0.81243353287313	0.420394353017418	AGT	Mural	unadjusted	none	53	-0.221951618050285	0.0918702761234829
COPD	-0.0444953629944299	0.0412334453348755	56	-1.07910853999861	0.285165404796299	AGT	Myofibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	63	-0.125312915850786	0.0363221898619262
COPD	-0.0169658771540427	0.0364115035765586	57	-0.465948271495308	0.643028208884513	AGT	Myofibroblast	no_smoking	mean_log10_counts+sex+age	63	-0.0883324241640976	0.0544006698560122
COPD	-0.0164167782819316	0.0331000911079724	60	-0.495973809509469	0.621724870886359	AGT	Myofibroblast	unadjusted	none	63	-0.0812929568535575	0.0484594002896943
IPF	-0.00915386867281438	0.0366041101344996	56	-0.250077618037402	0.803442478581662	AGT	Myofibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	63	-0.0808979245364337	0.0625901871908049
IPF	0.00412209965307108	0.0356087221135799	57	0.115760954294371	0.908248866405098	AGT	Myofibroblast	no_smoking	mean_log10_counts+sex+age	63	-0.0656709956895455	0.0739151949956877
IPF	0.0236517453204453	0.0275533018335292	60	0.858399674323745	0.394088078216125	AGT	Myofibroblast	unadjusted	none	63	-0.0303527262732719	0.0776562169141625
COPD	0.184423107814806	0.177054772745811	28	1.04161613355418	0.306500463692029	AGT	Pericyte	adjusted	mean_log10_counts+sex+age+ever_smoker	35	-0.162604246766983	0.531450462396595
COPD	0.221940751403847	0.164203817581922	29	1.3516174877793	0.186947215541853	AGT	Pericyte	no_smoking	mean_log10_counts+sex+age	35	-0.0998987310567199	0.543780233864415
COPD	0.0952162230194648	0.151091069510978	32	0.630190939329785	0.533044357788812	AGT	Pericyte	unadjusted	none	35	-0.200922273222051	0.391354719260981
IPF	0.0587120125017089	0.159656215005461	28	0.367740225456934	0.715832221492536	AGT	Pericyte	adjusted	mean_log10_counts+sex+age+ever_smoker	35	-0.254214168908995	0.371638193912413
IPF	0.0663565460608269	0.157428899187106	29	0.421501683639174	0.676496777418622	AGT	Pericyte	no_smoking	mean_log10_counts+sex+age	35	-0.242204096345901	0.374917188467555
IPF	-0.019896792517215	0.137926645014572	32	-0.144256336512157	0.886202749846138	AGT	Pericyte	unadjusted	none	35	-0.290233016745777	0.250439431711347
COPD	-0.215528608281092	0.145843595186318	38	-1.47780646798888	0.147700796170824	AGT	SMC	adjusted	mean_log10_counts+sex+age+ever_smoker	45	-0.501382054846275	0.0703248382840902
COPD	-0.195227141759484	0.123254787028183	39	-1.58393151671135	0.121285853687742	AGT	SMC	no_smoking	mean_log10_counts+sex+age	45	-0.436806524334723	0.0463522408157541
COPD	-0.201687015264979	0.129558890951152	42	-1.55672076060779	0.127040914578477	AGT	SMC	unadjusted	none	45	-0.455622441529237	0.052248410999279
IPF	0.0338932854475098	0.123753824906413	38	0.273876669857608	0.785662659709329	AGT	SMC	adjusted	mean_log10_counts+sex+age+ever_smoker	45	-0.208664211369059	0.276450782264079
IPF	0.0430419288668147	0.117554280486547	39	0.366145143236536	0.716235571957126	AGT	SMC	no_smoking	mean_log10_counts+sex+age	45	-0.187364460886817	0.273448318620447
IPF	-0.0549100027827479	0.114614497914581	42	-0.479084267538917	0.634363727816108	AGT	SMC	unadjusted	none	45	-0.279554418695327	0.169734413129831
COPD	0.000642466396553704	0.00308059162298622	50	0.208552925924963	0.835644535880386	AGTR1	ATI	adjusted	mean_log10_counts+sex+age+ever_smoker	57	-0.00539549318449928	0.00668042597760669
COPD	0.000610660460059967	0.00257226991181786	51	0.237401392930963	0.813296519108553	AGTR1	ATI	no_smoking	mean_log10_counts+sex+age	57	-0.00443098856710304	0.00565230948722298
COPD	-0.00270772482299199	0.00240921581833776	54	-1.12390297389803	0.266025737154563	AGTR1	ATI	unadjusted	none	57	-0.00742978782693401	0.00201433818095002
IPF	0.00222754276418369	0.00300872819344784	50	0.740360252227053	0.462544000425936	AGTR1	ATI	adjusted	mean_log10_counts+sex+age+ever_smoker	57	-0.00366956449497407	0.00812465002334145
IPF	0.00220863568754299	0.002815197624677	51	0.784540192909691	0.436352292638794	AGTR1	ATI	no_smoking	mean_log10_counts+sex+age	57	-0.00330915165682392	0.00772642303190991
IPF	-0.00270772482299199	0.00224422671535071	54	-1.2065290928367	0.23287280480586	AGTR1	ATI	unadjusted	none	57	-0.00710640918507939	0.00169095953909541
COPD	0.00356951566355312	0.00558264665314143	58	0.639394875823728	0.525083506251098	AGTR1	ATII	adjusted	mean_log10_counts+sex+age+ever_smoker	65	-0.00737247177660408	0.0145115031037103
COPD	0.00322628611523638	0.00467291176120662	59	0.690423076682128	0.492635396242303	AGTR1	ATII	no_smoking	mean_log10_counts+sex+age	65	-0.0059326209367286	0.0123851931672014
COPD	0.0030560366447876	0.0041073498229808	62	0.744040993949175	0.459662334122573	AGTR1	ATII	unadjusted	none	65	-0.00499436900825476	0.01110644229783
IPF	0.0054060979934397	0.00496539741280999	58	1.08875434209813	0.280765555712458	AGTR1	ATII	adjusted	mean_log10_counts+sex+age+ever_smoker	65	-0.00432608093566788	0.0151382769225473
IPF	0.00522276176325527	0.00466149717407428	59	1.12040436113585	0.267081527891533	AGTR1	ATII	no_smoking	mean_log10_counts+sex+age	65	-0.00391377269793031	0.0143592962244409
IPF	0.00512614567154907	0.00363680256455844	62	1.40951992321625	0.163677947553424	AGTR1	ATII	unadjusted	none	65	-0.00200198735498548	0.0122542786980836
COPD	-0.00148802079170641	0.00350861936623119	68	-0.424104365958848	0.672828387588088	AGTR1	Endothelial	adjusted	mean_log10_counts+sex+age+ever_smoker	75	-0.00836491474951955	0.00538887316610672
COPD	-0.00200147157866246	0.00305370654149639	69	-0.655423679867318	0.514374378164752	AGTR1	Endothelial	no_smoking	mean_log10_counts+sex+age	75	-0.00798673639999538	0.00398379324267046
COPD	-0.00189684448038445	0.00265750742310404	72	-0.713768271687039	0.47767791633535	AGTR1	Endothelial	unadjusted	none	75	-0.00710555902966836	0.00331187006889947
