contrast	estimate	se	df	t.ratio	p.value	gene	compartment	model_arm	covariates	n_model_donors	ci_lo	ci_hi
IPF	0.00199917693404117	0.00339471428872498	66	0.588908745776081	0.557932784126479	AGTR1	Endothelial	adjusted	mean_log10_counts+sex+age+ever_smoker	73	-0.0046544630718598	0.00865281693994214
IPF	0.0017529016929743	0.00324744210613971	67	0.539779197190372	0.591138878194523	AGTR1	Endothelial	no_smoking	mean_log10_counts+sex+age	73	-0.00461208483505953	0.00811788822100813
IPF	0.00184088158669748	0.00231883436467403	70	0.793882312053909	0.429946999101809	AGTR1	Endothelial	unadjusted	none	73	-0.00270403376806362	0.00638579694145858
COPD	-0.0869842542995054	0.0631763681498609	53	-1.376847970956	0.174347582607307	AGTR1	Fibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	60	-0.210809935873233	0.0368414272742219
COPD	-0.0485279640099974	0.0545686285478346	54	-0.889301514467384	0.377785701978969	AGTR1	Fibroblast	no_smoking	mean_log10_counts+sex+age	60	-0.155482475963753	0.0584265479437583
COPD	-0.0456415359198166	0.0491965880988572	57	-0.927737830682548	0.357455523543445	AGTR1	Fibroblast	unadjusted	none	60	-0.142066848593577	0.0507837767539434
IPF	0.0270763438696585	0.0529564204109056	53	0.511294828078721	0.611268198089993	AGTR1	Fibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	60	-0.0767182401357166	0.130870927875034
IPF	0.0463919916504838	0.0506249214744523	54	0.916386441683576	0.363538753304643	AGTR1	Fibroblast	no_smoking	mean_log10_counts+sex+age	60	-0.0528328544394427	0.14561683774041
IPF	0.030333991700071	0.0427004907207685	57	0.710389768080986	0.480359002310915	AGTR1	Fibroblast	unadjusted	none	60	-0.0533589701126352	0.114026953512777
COPD	0.235282463415072	0.150279140573587	29	1.56563620551091	0.128282013239008	AGTR1	Mural	adjusted	mean_log10_counts+sex+age+ever_smoker	36	-0.0592646521091597	0.529829578939303
COPD	0.262193570684625	0.124597921621316	30	2.10431736960666	0.0438364633378988	AGTR1	Mural	no_smoking	mean_log10_counts+sex+age	36	0.0179816443068457	0.506405497062404
COPD	0.277051371908553	0.119561124900971	33	2.31723624328583	0.0268389051167095	AGTR1	Mural	unadjusted	none	36	0.0427115671026502	0.511391176714456
IPF	0.252943769738731	0.122197439769815	29	2.0699596506703	0.0474663754305178	AGTR1	Mural	adjusted	mean_log10_counts+sex+age+ever_smoker	36	0.0134367877898939	0.492450751687567
IPF	0.263493415676564	0.116221081463545	30	2.26717401316915	0.0307478457326307	AGTR1	Mural	no_smoking	mean_log10_counts+sex+age	36	0.0357000960080154	0.491286735345113
IPF	0.271320015072086	0.1050117394614	33	2.58371127326977	0.0143910503856991	AGTR1	Mural	unadjusted	none	36	0.0654970057277426	0.477143024416429
COPD	-0.181472843221173	0.0844350892452049	47	-2.14925861799191	0.0367941878184949	AGTR1	Myofibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	54	-0.346965618141774	-0.0159800683005711
COPD	-0.138256961644986	0.073292019172918	48	-1.88638494620807	0.065300578149231	AGTR1	Myofibroblast	no_smoking	mean_log10_counts+sex+age	54	-0.281909319223905	0.00539539593393318
COPD	-0.12917665803768	0.069524699981833	51	-1.85799662668712	0.0689464744376371	AGTR1	Myofibroblast	unadjusted	none	54	-0.265445070002073	0.00709175392671305
IPF	-0.172972635133012	0.0763477146417127	47	-2.26559021373128	0.028125042863402	AGTR1	Myofibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	54	-0.322614155830769	-0.0233311144352555
IPF	-0.152139300855632	0.0736588059460244	48	-2.06545977635201	0.0443016229982749	AGTR1	Myofibroblast	no_smoking	mean_log10_counts+sex+age	54	-0.29651056050984	-0.00776804120142405
IPF	-0.142145720737391	0.060977195658982	51	-2.33112919020331	0.0237368810457228	AGTR1	Myofibroblast	unadjusted	none	54	-0.261661024228996	-0.0226304172457868
COPD	0.526630161148451	0.316373943281137	15	1.66458133589237	0.11674012567133	AGTR1	Pericyte	adjusted	mean_log10_counts+sex+age+ever_smoker	22	-0.0934627676825779	1.14672308997948
COPD	0.548769006723884	0.317798838185158	16	1.72678103500226	0.103459346536434	AGTR1	Pericyte	no_smoking	mean_log10_counts+sex+age	22	-0.0741167161190267	1.17165472956679
COPD	0.32783221803585	0.258160367677564	19	1.26987818070241	0.219460874397985	AGTR1	Pericyte	unadjusted	none	22	-0.178162102612176	0.833826538683876
IPF	0.226609320744659	0.253941556331475	15	0.892368007892577	0.386287857279297	AGTR1	Pericyte	adjusted	mean_log10_counts+sex+age+ever_smoker	22	-0.271116129665032	0.724334771154351
IPF	0.17661109901167	0.251475380644816	16	0.702299758166452	0.492583720345808	AGTR1	Pericyte	no_smoking	mean_log10_counts+sex+age	22	-0.316280647052168	0.669502845075509
IPF	0.126688032754623	0.246848525795609	19	0.513221751461952	0.613712275047208	AGTR1	Pericyte	unadjusted	none	22	-0.35713507780477	0.610511143314016
COPD	0.0490714978992839	0.0890400663746675	21	0.551117040870099	0.587369787786713	AGTR1	SMC	adjusted	mean_log10_counts+sex+age+ever_smoker	28	-0.125447032195064	0.223590027993632
COPD	0.0935833422494658	0.0732649062098917	22	1.27732835665366	0.214802542883551	AGTR1	SMC	no_smoking	mean_log10_counts+sex+age	28	-0.0500158739219219	0.237182558420854
COPD	0.110856824696537	0.0741490832757473	25	1.49505320631248	0.147417594453988	AGTR1	SMC	unadjusted	none	28	-0.0344753785239276	0.256189027917002
IPF	0.114128532907997	0.0712476993824282	21	1.60185569354882	0.124123948445446	AGTR1	SMC	adjusted	mean_log10_counts+sex+age+ever_smoker	28	-0.0255169578815621	0.253774023697556
IPF	0.122879155186416	0.0702261202096121	22	1.74976425893448	0.0940965804442869	AGTR1	SMC	no_smoking	mean_log10_counts+sex+age	28	-0.0147640404244238	0.260522350797256
IPF	0.112607135803975	0.0648804478662789	25	1.73560971767739	0.0949449874955962	AGTR1	SMC	unadjusted	none	28	-0.0145585420139314	0.239772813621882
COPD	0	0	32			AGTR2	ATI	adjusted	mean_log10_counts+sex+age+ever_smoker	39	0	0
COPD	0	0	33			AGTR2	ATI	no_smoking	mean_log10_counts+sex+age	39	0	0
COPD	0	0	36			AGTR2	ATI	unadjusted	none	39	0	0
IPF	0	0	32			AGTR2	ATI	adjusted	mean_log10_counts+sex+age+ever_smoker	39	0	0
IPF	0	0	33			AGTR2	ATI	no_smoking	mean_log10_counts+sex+age	39	0	0
IPF	0	0	36			AGTR2	ATI	unadjusted	none	39	0	0
COPD	0.106364012426879	0.0716519529254412	39	1.48445378086983	0.145726786658511	AGTR2	ATII	adjusted	mean_log10_counts+sex+age+ever_smoker	46	-0.0340738153069863	0.246801840160743
COPD	0.0668251389633997	0.0530707285321134	40	1.25917131367366	0.215267140566985	AGTR2	ATII	no_smoking	mean_log10_counts+sex+age	46	-0.0371934889595426	0.170843766886342
COPD	0.0762550135976175	0.0472352732815061	43	1.61436588168261	0.113763405860591	AGTR2	ATII	unadjusted	none	46	-0.0163261220341345	0.168836149229369
IPF	0.0434654752259392	0.0692591775440691	39	0.627577120711295	0.53393850873858	AGTR2	ATII	adjusted	mean_log10_counts+sex+age+ever_smoker	46	-0.0922825127604361	0.179213463212315
IPF	0.0134662142485471	0.0587200748193906	40	0.229328969521346	0.819781837975503	AGTR2	ATII	no_smoking	mean_log10_counts+sex+age	46	-0.101625132397458	0.128557560894553
IPF	0.0508941324204219	0.046363793502805	43	1.09771286116488	0.278438913796488	AGTR2	ATII	unadjusted	none	46	-0.039978902845076	0.14176716768592
COPD	0	0	66			AGTR2	Endothelial	adjusted	mean_log10_counts+sex+age+ever_smoker	73	0	0
COPD	0	0	67			AGTR2	Endothelial	no_smoking	mean_log10_counts+sex+age	73	0	0
COPD	0	0	70			AGTR2	Endothelial	unadjusted	none	73	0	0
IPF	0	0	66			AGTR2	Endothelial	adjusted	mean_log10_counts+sex+age+ever_smoker	73	0	0
IPF	0	0	67			AGTR2	Endothelial	no_smoking	mean_log10_counts+sex+age	73	0	0
IPF	0	0	70			AGTR2	Endothelial	unadjusted	none	73	0	0
COPD	0.000588617134043049	0.000750654776120362	53	0.784138265375758	0.436449622533223	AGTR2	Fibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	60	-0.000882666227152861	0.00205990049523896
COPD	0.000366060573550815	0.000641865413296325	54	0.570307366572218	0.570834705119937	AGTR2	Fibroblast	no_smoking	mean_log10_counts+sex+age	60	-0.000891995636509981	0.00162411678361161
COPD	5.17194615259849e-19	0.00058484720655888	57	8.84324331995899e-16	1	AGTR2	Fibroblast	unadjusted	none	60	-0.0011463005248554	0.0011463005248554
IPF	0.000862269210382256	0.000629222462003329	53	1.37037258275388	0.176347315026655	AGTR2	Fibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	60	-0.000371006815144268	0.00209554523590878
IPF	0.000750484529607866	0.000595477420085954	54	1.26030728335516	0.212977566988134	AGTR2	Fibroblast	no_smoking	mean_log10_counts+sex+age	60	-0.000416651213760604	0.00191762027297634
IPF	0.000653266986838253	0.000507621842932537	57	1.28691662097187	0.203325171320052	AGTR2	Fibroblast	unadjusted	none	60	-0.00034167182530952	0.00164820579898603
COPD	0	0	29			AGTR2	Mural	adjusted	mean_log10_counts+sex+age+ever_smoker	36	0	0
COPD	0	0	30			AGTR2	Mural	no_smoking	mean_log10_counts+sex+age	36	0	0
COPD	0	0	33			AGTR2	Mural	unadjusted	none	36	0	0
IPF	0	0	29			AGTR2	Mural	adjusted	mean_log10_counts+sex+age+ever_smoker	36	0	0
IPF	0	0	30			AGTR2	Mural	no_smoking	mean_log10_counts+sex+age	36	0	0
IPF	0	0	33			AGTR2	Mural	unadjusted	none	36	0	0
COPD	-0.00285504731655951	0.00407796133451669	47	-0.700116328321656	0.487305893261977	AGTR2	Myofibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	54	-0.0108478515322122	0.00513775689909321
COPD	-9.89428985059929e-05	0.00356866109034825	48	-0.0277254959215916	0.977996042313937	AGTR2	Myofibroblast	no_smoking	mean_log10_counts+sex+age	54	-0.00709351863558857	0.00689563283857658
COPD	-1.07736563317882e-18	0.00341481891309339	51	-3.15497149511471e-16	1	AGTR2	Myofibroblast	unadjusted	none	54	-0.00669304506966305	0.00669304506966305
IPF	0.00161112219618012	0.00368736541964749	47	0.436930440252959	0.664162740043447	AGTR2	Myofibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	54	-0.00561611402632897	0.0088383584186892
IPF	0.0029397736675946	0.00358652030203883	48	0.819672947598659	0.416454180310055	AGTR2	Myofibroblast	no_smoking	mean_log10_counts+sex+age	54	-0.00408980612440151	0.00996935345959071
IPF	0.00347485091087504	0.00299499431220987	51	1.16021953587989	0.251362011202988	AGTR2	Myofibroblast	unadjusted	none	54	-0.00239533794105632	0.00934503976280639
COPD	0	0	15			AGTR2	Pericyte	adjusted	mean_log10_counts+sex+age+ever_smoker	22	0	0
COPD	0	0	16			AGTR2	Pericyte	no_smoking	mean_log10_counts+sex+age	22	0	0
COPD	0	0	19			AGTR2	Pericyte	unadjusted	none	22	0	0
IPF	0	0	15			AGTR2	Pericyte	adjusted	mean_log10_counts+sex+age+ever_smoker	22	0	0
IPF	0	0	16			AGTR2	Pericyte	no_smoking	mean_log10_counts+sex+age	22	0	0
IPF	0	0	19			AGTR2	Pericyte	unadjusted	none	22	0	0
COPD	0	0	21			AGTR2	SMC	adjusted	mean_log10_counts+sex+age+ever_smoker	28	0	0
COPD	0	0	22			AGTR2	SMC	no_smoking	mean_log10_counts+sex+age	28	0	0
COPD	0	0	25			AGTR2	SMC	unadjusted	none	28	0	0
IPF	0	0	21			AGTR2	SMC	adjusted	mean_log10_counts+sex+age+ever_smoker	28	0	0
IPF	0	0	22			AGTR2	SMC	no_smoking	mean_log10_counts+sex+age	28	0	0
IPF	0	0	25			AGTR2	SMC	unadjusted	none	28	0	0
