test_ligand	auroc	aupr	aupr_corrected	pearson	rank_by_aupr	target	program	not_a_ligand	substrate_not_ligand
LAMB1	0.675497560042104	0.0038599954487255	0.00152120493753271	0.0206752829231524	14	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
LAMB2	0.6472347143814	0.00385515335412552	0.00151636284293274	0.020233081149565	15	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
ANXA1	0.677471055401392	0.00380114441811394	0.00146235390692116	0.0165521670735381	16	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
COL21A1	0.633420246866327	0.00377780812518035	0.00143901761398757	0.0186609307392058	17	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
LGALS3	0.634831595062676	0.00376621367952068	0.0014274231683279	0.0110231208792152	18	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
HSPG2	0.654327337096929	0.00376234000409993	0.00142354949290715	0.0191770976587084	19	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
COL12A1	0.668656109463201	0.00374533447701879	0.001406543965826	0.0166203867325061	20	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
IFITM1	0.59979906229069	0.00369337159998968	0.0013545810887969	0.0171189181758508	21	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
ADAM9	0.684240742512677	0.00369016478553225	0.00135137427433946	0.0130407754804593	22	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
SEMA6D	0.619725385130606	0.00368883779131807	0.00135004728012529	0.0191201873444836	23	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
A2M	0.667866711319483	0.00366303971487605	0.00132424920368327	0.0187855592080933	24	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
SDC2	0.620478901540518	0.00359092893576916	0.00125213842457637	0.0162959955011266	25	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
TGM2	0.624138838388665	0.00357596955447981	0.00123717904328703	0.0049130734365673	26	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
COL6A2	0.659027844225431	0.00357149477468948	0.0012327042634967	0.0169071365765019	27	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
GAS6	0.681071189359871	0.00356128169820577	0.00122249118701299	0.0204884292359598	28	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
RTN4	0.661982106975405	0.00354798264014923	0.00120919212895644	0.0151375882857438	29	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
ANGPT2	0.630095206200363	0.00352394230347867	0.00118515179228589	0.00872576595016015	30	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
CFD	0.63712802602621	0.00344906562988617	0.00111027511869339	0.0148642609516089	31	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
FN1	0.645045928619265	0.00344803917846425	0.00110924866727147	0.0128011133158895	32	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
FBN1	0.658166682614104	0.00343098347212658	0.00109219296093379	0.0129307527692014	33	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
COL5A2	0.652222275380338	0.00342542678506541	0.00108663627387263	0.010576997987153	34	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
COL4A1	0.645691799827765	0.00339886037546377	0.00106006986427099	0.0111707278859423	35	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
CD44	0.646421395081817	0.00339814684432972	0.00105935633313694	0.011140034475834	36	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
FGF14	0.597251459190513	0.00338074755663586	0.00104195704544307	0.0138620108368647	37	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
COL6A3	0.622859056549608	0.00334984803821768	0.0010110575270249	0.015033673140515	38	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
EFEMP1	0.654076164960292	0.00333966295238244	0.00100087244118966	0.015942053924021	39	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
THY1	0.643909673715442	0.00331326465791216	0.000974474146719378	0.0136208789475582	40	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
EDIL3	0.637690173189168	0.0032925083269782	0.00095371781578542	0.0154034230595076	41	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
LAMA4	0.593316429049853	0.00328976152701989	0.000950971015827107	0.0139833824476561	42	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
LAMC3	0.641110898478617	0.00328297269026695	0.000944182179074164	0.0150055443348993	43	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
COL6A1	0.650775045450199	0.00327863182109075	0.000939841309897966	0.0109385650708579	44	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
CD99	0.637618409721555	0.00326787031564049	0.000929079804447705	0.00803327118528337	45	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
HMGB1	0.642043823557549	0.00326648640758419	0.000927695896391402	0.000653500011070486	46	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
NAMPT	0.649590948234624	0.00326429124706036	0.000925500735867577	0.010483633684497	47	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
ITM2B	0.632606927566731	0.0032382159354757	0.000899425424282915	0.00992030423388466	48	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
S100A4	0.621352023729784	0.00323517814563432	0.000896387634441535	0.0146269830501627	49	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
COL4A2	0.628360922399765	0.00322884661147193	0.000890056100279143	0.0124554404388829	50	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
MIF	0.580147832743279	0.00322551060787464	0.000886720096681852	0.0110465532805742	51	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
COPA	0.63254712467706	0.00319988609964215	0.000861095588449364	0.00816281544084972	52	Adventitial fibroblasts	fibroblast_matrix	TRUE	FALSE
COL3A1	0.632953784326852	0.0031900742659125	0.000851283754719716	0.0128652467756554	53	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
APP	0.575734379485215	0.00318815203155407	0.00084936152036129	0.010531636931628	54	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
CALR	0.630908525499946	0.00318070891865703	0.000841918407464243	-0.00284132400236933	55	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
LGALS3BP	0.621100851593148	0.00317551494413498	0.000836724432942193	0.0121837889201658	56	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
LAMC1	0.625382738493919	0.00315994583727142	0.000821155326078638	0.011373529927357	57	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
MMP14	0.618756578317862	0.00315844437496729	0.000819653863774506	0.0103621677164332	58	Adventitial fibroblasts	fibroblast_matrix	TRUE	FALSE
PSAP	0.608039900487983	0.00314913358036521	0.000810343069172429	0.00931645995024819	59	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
TSPAN3	0.577014161324277	0.00314286702201468	0.000804076510821896	0.0122699184234887	60	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
VCAN	0.626375466462532	0.00312471054123143	0.000785920030038644	0.0124765306275724	61	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
DKK3	0.581020954932546	0.0031120670315236	0.000773276520330814	0.0116435722247688	62	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
KIRREL1	0.626124294325893	0.00310612737582453	0.000767336864631742	0.0120362999838409	63	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
LUM	0.613170988422157	0.00309687597285312	0.00075808546166034	0.0119695460636651	64	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
CCN2	0.611185532484921	0.00309148698919081	0.000752696477998031	0.00482969807440279	65	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
SEMA5A	0.62118457563869	0.00308781779062566	0.000749027279432879	0.0102926821330126	66	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
PTN	0.619773227442348	0.00307429739743542	0.000735506886242632	0.00858276442510588	67	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
LPL	0.617608362836091	0.00306813726114956	0.000729346749956779	0.00910571259164001	68	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
TFPI	0.589070423882879	0.00304363235128649	0.000704841840093711	0.00634204743659922	69	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
NEGR1	0.641063056166873	0.00302234691692014	0.000683556405727355	0.0122614771168133	70	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
COL5A1	0.620861640034437	0.00301837459143318	0.000679584080240398	0.00631276564206604	71	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
HSP90B1	0.596067361974926	0.0030077520325196	0.000668961521326819	0.00935729644919593	72	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
SARAF	0.627308391541482	0.00300600561717428	0.000667215105981498	0.0120206237678782	73	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
ANXA2	0.620502822696387	0.00299545290283146	0.000656662391638678	0.00801095235311914	74	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
APOE	0.599763180556885	0.00298710757716631	0.000648317065973523	0.00699895953181796	75	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
COL5A3	0.62027557171562	0.00298470399520625	0.000645913484013466	0.0109547015289907	76	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
LGALS1	0.598184384269443	0.00298319244737795	0.000644401936185166	0.0050312443822544	77	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
TGFBI	0.596904602430388	0.00297933978982316	0.000640549278630377	0.00850074574319694	78	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
GNAS	0.611245335374604	0.00297851390790827	0.000639723396715491	0.00536903015644407	79	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
MDK	0.604906229068988	0.00297172021667768	0.000632929705484897	0.00787961433477021	80	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
SPARC	0.622141421873504	0.00296803392259303	0.000629243411400244	-0.00505816672119078	81	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
ADAM17	0.618553248492963	0.00295277449973267	0.000613983988539884	0.000639787787947637	82	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
PSEN1	0.580602334704813	0.00295155116670979	0.000612760655517011	0.00600204095446215	83	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
F10	0.603243708736007	0.00294040827000282	0.000601617758810033	0.00651097624566402	84	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
GRN	0.599703377667202	0.00293375506222099	0.000594964551028207	0.00400691793132533	85	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
CCN1	0.581559180939625	0.00293022046086442	0.000591429949671637	0.00778816097432962	86	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
LAMA2	0.626088412592097	0.00292208004527541	0.000583289534082625	-0.00781467882942736	87	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
CD47	0.569048416419481	0.00291703553183009	0.000578245020637308	0.00788183532941701	88	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
HGF	0.605420533920197	0.00291322326883094	0.000574432757638153	-0.00683143433257107	89	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
SERPING1	0.595014831116639	0.0029070359018998	0.000568245390707017	0.0102382876610305	90	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
GPI	0.575698497751406	0.0029003512725337	0.000561560761340918	0.0059758639133938	91	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
CALM2	0.604942110802796	0.00288632837899241	0.000547537867799622	0.00476894119551995	92	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
CNTN4	0.577169648837426	0.00287782755536481	0.000539037044172025	0.0100174052376677	93	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
ANGPT1	0.592228016457748	0.00283727258608566	0.000498482074892881	-0.00794501208680048	94	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
DCN	0.602155296143906	0.00283318264827567	0.000494392137082887	0.00478520367535663	95	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
CALM3	0.592347622237105	0.00282754069315359	0.000488750181960809	0.00739669063026573	96	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
MMP2	0.588950818103525	0.00282363117272997	0.000484840661537188	0.00822880103048585	97	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
FAM3C	0.57861687876758	0.00281368085204381	0.000474890340851028	0.00660277524908734	98	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
CALM1	0.591701751028606	0.00281334110641643	0.000474550595223647	0.0063401794454833	99	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
LRPAP1	0.597311262080178	0.0028046345323137	0.000465844021120915	0.00876460146311951	100	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
IGFBP4	0.603100181800782	0.00279901670924924	0.000460226198056456	0.00923120555533175	101	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
FBLN1	0.599978470959715	0.00279228604936456	0.000453495538171775	0.00728286025986055	102	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
TIMP3	0.558893885752559	0.00275685633214797	0.000418065820955182	0.00824746516578659	103	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
MFGE8	0.574251267821257	0.00275252359221979	0.00041373308102701	0.00704606927091406	104	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
NECTIN2	0.574586164003442	0.00272990281337848	0.000391112302185699	0.00319719714728928	105	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
THBS1	0.580159793321212	0.00270306435702986	0.000364273845837075	0.00705390009585069	106	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
TIMP2	0.584884221605586	0.00266894287384719	0.000330152362654409	0.00401396144927198	107	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
ADAM10	0.55194478997225	0.00263175853196065	0.000292968020767866	0.00370036146062047	108	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
NUCB2	0.56587886326667	0.00261701486239796	0.000278224351205178	0.00545044602903091	109	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
SERPINE1	0.556609415366949	0.00259931481405958	0.0002605243028668	0.00382625748661001	110	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
PTPRK	0.558929767486362	0.0025928854262206	0.00025409491502782	0.00389164740174068	111	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
NID1	0.53668309252703	0.00255711358203974	0.000218323070846954	0.00378009909453766	112	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
ADGRE5	0.579322552865754	0.00255197798405117	0.000213187472858382	0.00413924522139094	113	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
PLTP	0.571308965649216	0.00254559486689174	0.000206804355698958	0.00217489684734066	114	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
PLAT	0.541299875609994	0.00249711507802889	0.000158324566836103	0.000945657797919728	115	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
MXRA8	0.561620897521767	0.00248083349920206	0.00014204298800928	0.0039957691951667	116	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
JAG1	0.549815807099804	0.00242223477145314	8.34442602603573e-05	-0.00521636674464355	117	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
LRCH4	0.530021050617168	0.00235154312293186	1.27526117390726e-05	0.00181671860208173	118	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
CDH6	0.501112333747969	0.00230561898207015	-3.31715291226383e-05	-0.00314807746573939	119	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
PTPRM	0.498002583484837	0.00224534030977944	-9.34502014133453e-05	-0.00402113890636769	120	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
LTBP3	0.489905272222753	0.00220941637749415	-0.000129374133698629	-0.00300112208549291	121	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
CADM1	0.501279781839054	0.00218973523708642	-0.000149055274106364	-0.00893579500320975	122	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
CLEC11A	0.489331164481869	0.00213593626811768	-0.000202854243075101	-0.00423846903921483	123	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
SPON2	0.50013156635729	0.00210652174822496	-0.000232268762967825	-0.0089468677460908	124	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
PAM	0.426454406276913	0.00185447251322354	-0.000484317997969243	-0.0107504109165148	125	Adventitial fibroblasts	fibroblast_matrix	FALSE	FALSE
