test_ligand	auroc	aupr	aupr_corrected	pearson	rank_by_aupr	target	program	not_a_ligand	substrate_not_ligand	null_mean	null_sd	z	p_emp	p_emp_at_floor	n_perm	rank_by_z	p_emp_BH
LAMA4	0.94013651113349	0.137848343847324	0.136038934920907	0.141076136887058	1	AT1	epithelial_repair	FALSE	FALSE	0.000686790461811575	0.00406061383404683	33.3329269885786	0.000999000999000999	TRUE	1000	1	0.00104062604062604
FBLN1	0.860400581850744	0.125674739564942	0.123865330638525	0.111442206681297	9	AT1	epithelial_repair	FALSE	FALSE	0.000669700362241312	0.00389522589722039	31.6273390881374	0.000999000999000999	TRUE	1000	2	0.00104062604062604
COL6A2	0.904330312185302	0.129751710161199	0.127942301234781	0.125261625741762	3	AT1	epithelial_repair	FALSE	FALSE	0.000706901339459745	0.00407030736321459	31.2594083299978	0.000999000999000999	TRUE	1000	3	0.00104062604062604
COL1A2	0.876132930513603	0.127015715782874	0.125206306856457	0.114711188739253	6	AT1	epithelial_repair	FALSE	FALSE	0.000733351739145212	0.00405803505205535	30.6732084668089	0.000999000999000999	TRUE	1000	4	0.00104062604062604
CTSD	0.843996866957601	0.125364217244469	0.123554808318052	0.104805865064537	10	AT1	epithelial_repair	FALSE	FALSE	0.000704964002567538	0.00404137459298002	30.3980345026363	0.000999000999000999	TRUE	1000	5	0.00104062604062604
EDIL3	0.85547722949536	0.126188093058695	0.124378684132278	0.112915413831736	8	AT1	epithelial_repair	FALSE	FALSE	0.00070542239170263	0.0041328095301615	29.9247426812197	0.000999000999000999	TRUE	1000	6	0.00104062604062604
CNTN4	0.852321808213048	0.122621375439981	0.120811966513564	0.102874132969726	18	AT1	epithelial_repair	FALSE	FALSE	0.00069326385264547	0.00401462081074467	29.9203108645864	0.000999000999000999	TRUE	1000	7	0.00104062604062604
COL3A1	0.888486069150729	0.127116039705169	0.125306630778752	0.123254677726883	5	AT1	epithelial_repair	FALSE	FALSE	0.000770129614875089	0.00419513497892911	29.6859342522674	0.000999000999000999	TRUE	1000	8	0.00104062604062604
LAMB1	0.876714781246507	0.126201009335441	0.124391600409023	0.112848745036869	7	AT1	epithelial_repair	FALSE	FALSE	0.000734815504202547	0.00416849219229051	29.6646315263634	0.000999000999000999	TRUE	1000	9	0.00104062604062604
LUM	0.886718138077658	0.123384832019315	0.121575423092898	0.116802744255668	14	AT1	epithelial_repair	FALSE	FALSE	0.000709453439386459	0.00407544589283573	29.6571155234775	0.000999000999000999	TRUE	1000	10	0.00104062604062604
TSPAN3	0.881906680093991	0.125010540196022	0.123201131269605	0.114662488837748	11	AT1	epithelial_repair	FALSE	FALSE	0.000727367474313616	0.00415216277081331	29.4963782865627	0.000999000999000999	TRUE	1000	11	0.00104062604062604
LGALS1	0.904554100928726	0.124648988355382	0.122839579428965	0.165644995281422	12	AT1	epithelial_repair	FALSE	FALSE	0.000711064811884893	0.00417474961878497	29.2540932437104	0.000999000999000999	TRUE	1000	12	0.00104062604062604
EFEMP1	0.864831598970582	0.128330237645589	0.126520828719171	0.123906204910336	4	AT1	epithelial_repair	FALSE	FALSE	0.000805330031032737	0.0043036266926508	29.2115249918911	0.000999000999000999	TRUE	1000	13	0.00104062604062604
HSPG2	0.879959718026186	0.123151846391068	0.121342437464651	0.11052586656977	15	AT1	epithelial_repair	FALSE	FALSE	0.000719968118128068	0.00414147230240368	29.1255042986801	0.000999000999000999	TRUE	1000	14	0.00104062604062604
COL21A1	0.876893812241248	0.123760108809343	0.121950699882925	0.131285050233236	13	AT1	epithelial_repair	FALSE	FALSE	0.000740231468907938	0.00417277036747656	29.0479604050961	0.000999000999000999	TRUE	1000	15	0.00104062604062604
DCN	0.908112341949201	0.122046047903923	0.120236638977506	0.193597574997483	22	AT1	epithelial_repair	FALSE	FALSE	0.000722442292149411	0.00411535889931719	29.0410143098785	0.000999000999000999	TRUE	1000	16	0.00104062604062604
TIMP3	0.868121293498943	0.12214244102228	0.120333032095863	0.102110148901576	21	AT1	epithelial_repair	FALSE	FALSE	0.000745165563780713	0.00415751399988906	28.7642727204943	0.000999000999000999	TRUE	1000	17	0.00104062604062604
LAMB2	0.855499608369706	0.121324190832287	0.11951478190587	0.104369273433425	24	AT1	epithelial_repair	FALSE	FALSE	0.000730363706597768	0.00413199275978824	28.7474894330066	0.000999000999000999	TRUE	1000	18	0.00104062604062604
