test_ligand	auroc	aupr	aupr_corrected	pearson	rank_by_aupr	target	program	not_a_ligand	substrate_not_ligand
PTPRK	0.696017026451809	0.00614169188933186	0.0031104703070342	0.0302393265616888	14	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
PTPRM	0.641653998175737	0.00608989474907	0.00305867316677233	0.0290298605642122	15	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
LAMA4	0.708604439039226	0.00607828679873072	0.00304706521643305	0.0304944704736405	16	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
TGM2	0.714958954089389	0.00579200635801395	0.00276078477571628	0.0308367237918194	17	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
NECTIN2	0.701094557616298	0.0056245880972573	0.00259336651495963	0.0208343238587348	18	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
MMP2	0.695956217695349	0.00546796356813536	0.00243674198583769	0.0252250796631674	19	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
JAG1	0.643812709030101	0.00545444711856155	0.00242322553626388	0.0311171196685419	20	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
ADAM10	0.651474612344178	0.00541893354792497	0.00238771196562731	0.0213101487327573	21	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
S100A4	0.683034356947403	0.00537700269479426	0.0023457811124966	0.0220313126449341	22	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
TIMP3	0.681058072362421	0.00537178821281719	0.00234056663051953	0.0271449017826459	23	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
LAMB2	0.682091821222256	0.00535382748872959	0.00232260590643192	0.0278177834182518	24	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
COL4A1	0.696351474612345	0.00532899267458512	0.00229777109228745	0.0183361931884054	25	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
LAMC1	0.695773791425967	0.00530644429482958	0.00227522271253191	0.0256694501144	26	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
PSEN1	0.676710246275466	0.00529695954058581	0.00226573795828815	0.0160222507996138	27	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
VCAN	0.704621465491032	0.00528461166949084	0.00225339008719317	0.0239933188756476	28	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
ENG	0.706263301915476	0.00528274237484829	0.00225152079255062	0.0240680598940873	29	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
HSPG2	0.686409242930983	0.00521368644946078	0.00218246486716311	0.0260683087529763	30	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
TIMP1	0.705381574946793	0.00520304635158279	0.00217182476928513	0.016821826393984	31	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
LGALS3	0.679355427181514	0.00515182728791821	0.00212060570562054	0.0145644447775832	32	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
LGALS1	0.705047126786258	0.00514541259940675	0.00211419101710908	0.0103411675164423	33	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
COL21A1	0.697111584068107	0.00512313617332243	0.00209191459102476	0.0253505040000714	34	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
CALM2	0.686956521739134	0.00506596830943157	0.0020347467271339	0.0124809285013481	35	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
MMP14	0.70121617512922	0.00506213031332787	0.00203090873103021	0.019825675713331	36	EC aerocyte capillary	EC_barrier_angiogenic	TRUE	FALSE
LAMC3	0.692976588628764	0.00504649790714351	0.00201527632484584	0.017940791732779	37	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
CD47	0.647947704469444	0.00502154139215268	0.00199031980985502	0.0235745682648752	38	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
LRPAP1	0.697658862876255	0.00502049969059519	0.00198927810829752	0.025199368389823	39	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
LUM	0.693919124353908	0.00496957323566948	0.00193835165337182	0.0246052838451096	40	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
COL6A3	0.662420188507147	0.00494023362880521	0.00190901204650754	0.0237416696507832	41	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
CD99	0.691091517178475	0.00493624257507874	0.00190502099278108	0.0107731385185532	42	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
COL5A3	0.69607783520827	0.00491122185598125	0.00188000027368358	0.0241946770329194	43	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
THY1	0.675190027363943	0.00490223857376446	0.00187101699146679	0.0222782570341064	44	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
CALM3	0.680693219823658	0.00488021048492985	0.00184898890263218	0.0157145348705246	45	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
GRN	0.683064761325634	0.00487100885550083	0.00183978727320316	0.0142679682579202	46	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
SLIT3	0.693067801763455	0.00484584577201467	0.001814624189717	0.0210359130634196	47	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
EFEMP2	0.658954089388873	0.00483421264014806	0.0018029910578504	0.0209458025990076	48	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
COL4A2	0.683520826999089	0.00483077303931419	0.00179955145701652	0.0225053017950355	49	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
COL3A1	0.673000912131348	0.00482975043856537	0.00179852885626771	0.0239974285627415	50	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
CALM1	0.680997263605963	0.00480763100401043	0.00177640942171276	0.0133484676904084	51	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
NID1	0.679233809668592	0.00473739573277993	0.00170617415048226	0.0212397676100981	52	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
FN1	0.680632411067195	0.00472460934631411	0.00169338776401644	0.0148377109786524	53	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
GNAS	0.674551535421102	0.00471489272052858	0.00168367113823092	0.0148708090851454	54	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
COL6A2	0.681392520522956	0.00471376943184573	0.00168254784954806	0.0217247693677708	55	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
GLG1	0.674673152934023	0.00470815927109308	0.00167693768879541	0.0159563931698206	56	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
MXRA8	0.693888719975677	0.00468848065090821	0.00165725906861054	0.0201583061653618	57	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
COL5A2	0.680449984797811	0.0046613625230971	0.00163014094079943	0.0137178834269245	58	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
TGOLN2	0.681301307388265	0.00462308590675431	0.00159186432445665	0.0219146596540824	59	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
SEMA5A	0.658589236850107	0.00462062457107428	0.00158940298877661	0.0203389484917282	60	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
DCN	0.660960778352085	0.00461639693048789	0.00158517534819023	0.0133959382722074	61	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
LGALS3BP	0.671024627546368	0.00459490416077686	0.00156368257847919	0.0195814706602671	62	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
THBS1	0.657251444207967	0.00458378378679491	0.00155256220449724	0.0141187948245302	63	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
COL5A1	0.680723624201885	0.004559846735521	0.00152862515322334	0.0116763257324129	64	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
FBN1	0.638309516570388	0.00453923736354197	0.00150801578124431	0.0140137302591764	65	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
COL1A2	0.68038917604135	0.00452809706291759	0.00149687548061993	0.021664830947447	66	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
COL6A1	0.670872605655215	0.00452093712533149	0.00148971554303383	0.0158021514842743	67	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
EFEMP1	0.683338400729705	0.00447883731435812	0.00144761573206045	0.0204838890998542	68	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
ANXA1	0.656643356643358	0.00446851726553625	0.00143729568323858	0.0168390504163455	69	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
CCN1	0.647978108847677	0.00446773826029244	0.00143651667799478	0.0121389454699731	70	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
COPA	0.677439951352996	0.00443584142203388	0.00140461983973621	0.00912571596275696	71	EC aerocyte capillary	EC_barrier_angiogenic	TRUE	FALSE
ANXA2	0.660778352082702	0.0044214931013375	0.00139027151903984	0.0130064897635679	72	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
MDK	0.628701733049562	0.00441349934597023	0.00138227776367256	0.0117407052691305	73	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
SEMA6D	0.62286409242931	0.00439812771126239	0.00136690612896473	0.0174941455677471	74	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
CCN2	0.649893584676193	0.00439126329084761	0.00136004170854994	0.00654089126912391	75	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
LAMA2	0.660808756460932	0.00435706184023268	0.00132584025793502	-0.00789529237549478	76	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
B2M	0.650957737914262	0.00434053284177668	0.00130931125947902	0.0112312566022221	77	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
LAMB1	0.64305259957434	0.0042840336552712	0.00125281207297353	0.0166644564833672	78	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
EDIL3	0.656704165399819	0.00426140487457485	0.00123018329227718	0.0161251830150465	79	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
NAMPT	0.653177257525084	0.00418325317683452	0.00115203159453685	0.0150877732567956	80	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
TIMP2	0.662116144724841	0.00417735316203178	0.00114613157973411	0.0137320259273173	81	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
MIF	0.638309516570388	0.00411686606288251	0.00108564448058484	0.00151301858756666	82	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
APOE	0.632988750380056	0.00409539553888913	0.00106417395659146	0.0109753220811819	83	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
COL1A1	0.64569778048039	0.00409152457975713	0.00106030299745946	0.0120790214433924	84	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
APP	0.649255092733355	0.00407974284149887	0.0010485212592012	-0.00723914745253451	85	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
SARAF	0.656096077835209	0.00403024210787327	0.0009990205255756	0.0135213582459424	86	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
SPARC	0.639252052295532	0.00401015213836607	0.000978930556068399	-0.00519584288753624	87	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
CNTN4	0.610367892976589	0.00400442171558006	0.000973200133282395	0.0132963760391737	88	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
TSPAN3	0.643691091517179	0.00395518438914382	0.00092396280684615	0.0163635914377689	89	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
MFGE8	0.607874733961692	0.00391767813848867	0.000886456556191002	0.00949260766452803	90	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
FAM3C	0.62736394040742	0.00389008759863573	0.00085886601633806	0.0106656782923248	91	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
SERPINE1	0.587473396169049	0.00373932672831054	0.000708105146012876	0.00935951790089582	92	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
ESAM	0.561173608999696	0.00371287843332181	0.000681656851024142	0.0111942363187383	93	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
CLEC11A	0.613134691395562	0.00369799299765561	0.000666771415357946	0.00903371404830207	94	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
FBLN1	0.612344177561569	0.00367106315065133	0.000639841568353659	0.00773508222478386	95	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
SPON2	0.615779872301612	0.0036018027026303	0.000570581120332632	0.00630379343640097	96	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
ADGRE5	0.569778048038919	0.00340372833944961	0.000372506757151944	0.00382368132443078	97	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
RARRES2	0.598418972332016	0.00340118518184008	0.000369963599542411	0.00314608894521077	98	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
CTSD	0.583125570082093	0.00335794741319285	0.000326725830895187	0.00337219396647825	99	EC aerocyte capillary	EC_barrier_angiogenic	FALSE	FALSE
