test_ligand	auroc	aupr	aupr_corrected	pearson	rank_by_aupr	target	program	not_a_ligand	substrate_not_ligand	null_mean	null_sd	z	p_emp	p_emp_at_floor	n_perm	rank_by_z	p_emp_BH
EFEMP2	0.648303989960508	0.0950769473252356	0.0928488735962504	0.154473416280692	1	Alveolar fibroblasts	fibroblast_matrix	FALSE	FALSE	0.000796862857237238	0.00362855314961341	25.3687921723899	0.000999000999000999	TRUE	1000	1	0.024975024975025
TGFB1	0.879618351603734	0.0192465138013492	0.017018440072364	0.10138911966974	2	Alveolar fibroblasts	fibroblast_matrix	FALSE	FALSE	0.000770186806148129	0.00375711009572594	4.32466785700525	0.00699300699300699	FALSE	1000	2	0.0686813186813187
TIMP1	0.683479127449897	0.0153325306770714	0.0131044569480862	0.102274334689082	3	Alveolar fibroblasts	fibroblast_matrix	FALSE	FALSE	0.0009097649058253	0.0053972512468259	2.2594264162582	0.00899100899100899	FALSE	1000	3	0.0686813186813187
PDGFA	0.653895840253943	0.00970908426039885	0.00748101053141363	0.0268251064980971	4	Alveolar fibroblasts	fibroblast_matrix	FALSE	FALSE	0.000736990865648593	0.00450871199598818	1.4957752173494	0.010989010989011	FALSE	1000	4	0.0686813186813187
TGFB2	0.683183848226481	0.00463359046574132	0.0024055167367561	0.0222442818201819	5	Alveolar fibroblasts	fibroblast_matrix	FALSE	FALSE	0.000751321522266799	0.00368419704516116	0.448997486891188	0.0699300699300699	FALSE	1000	5	0.145506667245798
KITLG	0.661979108994943	0.00373902546358647	0.00151095173460126	0.0112320162861379	23	Alveolar fibroblasts	fibroblast_matrix	FALSE	FALSE	0.000647884084920306	0.00208565555004082	0.413811211378629	0.131868131868132	FALSE	1000	6	0.145506667245798
COL18A1	0.64417008083269	0.00366688092787818	0.00143880719889297	0.0162706176678299	24	Alveolar fibroblasts	fibroblast_matrix	FALSE	FALSE	0.000686075147814334	0.00215817871997472	0.348781147785319	0.144855144855145	FALSE	1000	7	0.14985014985015
MIF	0.612944302956483	0.00376763189048675	0.00153955816150154	0.0171264831499663	21	Alveolar fibroblasts	fibroblast_matrix	FALSE	FALSE	0.000711087868022898	0.00240361530418769	0.344676742586569	0.133866133866134	FALSE	1000	8	0.145506667245798
COL12A1	0.691820765511387	0.00390015648576883	0.00167208275678362	0.0196577931645657	15	Alveolar fibroblasts	fibroblast_matrix	FALSE	FALSE	0.000764816552265814	0.0036830579888431	0.246335031179563	0.115884115884116	FALSE	1000	9	0.145506667245798
CTSD	0.662329753072752	0.00435122175148023	0.00212314802249502	0.0239665228837144	6	Alveolar fibroblasts	fibroblast_matrix	FALSE	FALSE	0.000927159515424766	0.00536277908291923	0.223016553279165	0.0879120879120879	FALSE	1000	10	0.145506667245798
COL1A2	0.753349573690621	0.00426527147124195	0.00203719774225673	0.0251977412278982	7	Alveolar fibroblasts	fibroblast_matrix	FALSE	FALSE	0.000907997611103829	0.00535243076163125	0.210969591470019	0.0949050949050949	FALSE	1000	11	0.145506667245798
SLIT3	0.657549920643712	0.00414860452782514	0.00192053079883993	0.0215677902851146	9	Alveolar fibroblasts	fibroblast_matrix	FALSE	FALSE	0.000875646302634917	0.00536168734030523	0.194879788746788	0.0999000999000999	FALSE	1000	12	0.145506667245798
IFITM1	0.614771343151367	0.0042558274529526	0.00202775372396739	0.0229216398213362	8	Alveolar fibroblasts	fibroblast_matrix	FALSE	FALSE	0.000980812654947139	0.00540205210842028	0.193804326209361	0.105894105894106	FALSE	1000	13	0.145506667245798
COL21A1	0.648488539475144	0.00407183597038388	0.00184376224139867	0.021724759326067	10	Alveolar fibroblasts	fibroblast_matrix	FALSE	FALSE	0.000889212895455446	0.00529094994130463	0.180411713687061	0.106893106893107	FALSE	1000	14	0.145506667245798
COL1A1	0.709500609013397	0.00405491634933691	0.0018268426203517	0.0189009307700972	11	Alveolar fibroblasts	fibroblast_matrix	FALSE	FALSE	0.000895988891714621	0.00532955589673453	0.174658779581883	0.102897102897103	FALSE	1000	15	0.145506667245798
TGM2	0.652714723360279	0.00393140618327189	0.00170333245428668	0.00872755475914901	14	Alveolar fibroblasts	fibroblast_matrix	FALSE	FALSE	0.000860366138664958	0.00532646858168208	0.158259886957883	0.116883116883117	FALSE	1000	16	0.145506667245798
HSPG2	0.66380614918983	0.00395218008000906	0.00172410635102384	0.0213173783014563	13	Alveolar fibroblasts	fibroblast_matrix	FALSE	FALSE	0.000934595124538285	0.0053944682171434	0.146355710091408	0.112887112887113	FALSE	1000	17	0.145506667245798
LAMB1	0.669434909386189	0.00388201841083908	0.00165394468185387	0.0224120509677828	17	Alveolar fibroblasts	fibroblast_matrix	FALSE	FALSE	0.00089970990094538	0.00536755508780111	0.140517380552394	0.121878121878122	FALSE	1000	18	0.145506667245798
LAMB2	0.638688960248038	0.00382004528367507	0.00159197155468985	0.0198680506175259	19	Alveolar fibroblasts	fibroblast_matrix	FALSE	FALSE	0.000921808180980178	0.0053340098086223	0.125639696542434	0.133866133866134	FALSE	1000	19	0.145506667245798
SDC2	0.642915144133171	0.00389241618122779	0.00166434245224258	0.0200021032092816	16	Alveolar fibroblasts	fibroblast_matrix	FALSE	FALSE	0.000982684729367435	0.00543655914096932	0.125384035232551	0.125874125874126	FALSE	1000	20	0.145506667245798
A2M	0.686837928616248	0.00379835343793769	0.00157027970895248	0.0212449069215515	20	Alveolar fibroblasts	fibroblast_matrix	FALSE	FALSE	0.000927743224118919	0.00536848629641349	0.119686714160528	0.125874125874126	FALSE	1000	21	0.145506667245798
LGALS3	0.632266637138748	0.00402433816508234	0.00179626443609713	0.0119070231919921	12	Alveolar fibroblasts	fibroblast_matrix	FALSE	FALSE	0.00110113991659593	0.00673406074535824	0.103225163209337	0.113886113886114	FALSE	1000	22	0.145506667245798
ANXA1	0.687207027645519	0.0038284704511	0.00160039672211479	0.0169891265236834	18	Alveolar fibroblasts	fibroblast_matrix	FALSE	FALSE	0.00112089455470334	0.00683455591159426	0.0701584965598149	0.11988011988012	FALSE	1000	23	0.145506667245798
ADAM9	0.70898387037242	0.00376656817818708	0.00153849444920186	0.0148227067370435	22	Alveolar fibroblasts	fibroblast_matrix	FALSE	FALSE	0.00114191694685457	0.0068603373093787	0.0578072891263146	0.131868131868132	FALSE	1000	24	0.145506667245798
RTN4	0.678717749972321	0.00365647778399266	0.00142840405500744	0.0164640802327577	25	Alveolar fibroblasts	fibroblast_matrix	FALSE	FALSE	0.00127682257068273	0.0078520548187573	0.0193046900236365	0.14985014985015	FALSE	1000	25	0.14985014985015
