test_ligand	auroc	aupr	aupr_corrected	pearson	rank	receiver
CCN2	0.839776749251291	0.235795980275144	0.226624143210132	0.31310931400113	1	Pericyte_vascular_stabilizing
TGFB1	0.93899841450329	0.222882963417529	0.213711126352517	0.312702039563531	2	Pericyte_vascular_stabilizing
TGFB2	0.879422174532757	0.2192229900084	0.210051152943388	0.323551240421687	3	Pericyte_vascular_stabilizing
COPA	0.866041543216793	0.187371897243704	0.178200060178692	0.247391620468063	4	Pericyte_vascular_stabilizing
TIMP2	0.811125702663311	0.183889080104012	0.174717243039	0.26197008636107	5	Pericyte_vascular_stabilizing
ICAM1	0.835700901651157	0.162482665003383	0.153310827938371	0.242127077632757	6	Pericyte_vascular_stabilizing
ANXA1	0.853870053330341	0.161728522555801	0.152556685490789	0.271210613833096	7	Pericyte_vascular_stabilizing
RELN	0.866009512980251	0.154795516000681	0.145623678935668	0.215557092244259	8	Pericyte_vascular_stabilizing
VTN	0.842419243766113	0.154361938468702	0.14519010140369	0.267049786426872	9	Pericyte_vascular_stabilizing
PLA2G2A	0.832449832642011	0.153312738165905	0.144140901100893	0.282667262804915	10	Pericyte_vascular_stabilizing
NAMPT	0.842787591486359	0.151866906817512	0.1426950697525	0.234553851305049	11	Pericyte_vascular_stabilizing
MMP14	0.844413125990932	0.149284819032441	0.140112981967429	0.255639856553583	12	Pericyte_vascular_stabilizing
EDN1	0.857185182812572	0.144720314422519	0.135548477357507	0.211656130404252	13	Pericyte_vascular_stabilizing
COL4A1	0.839032046251659	0.143214684694182	0.13404284762917	0.191421742349032	14	Pericyte_vascular_stabilizing
VCAM1	0.832201598308799	0.142860623834947	0.133688786769935	0.241631703982447	15	Pericyte_vascular_stabilizing
SIRPB2	0.814841210102333	0.141515312190682	0.13234347512567	0.230864701879479	16	Pericyte_vascular_stabilizing
TNC	0.849826235966751	0.140055469916457	0.130883632851445	0.201226551503956	17	Pericyte_vascular_stabilizing
FN1	0.85793789337134	0.139292876573652	0.130121039508639	0.242824347977469	18	Pericyte_vascular_stabilizing
COL1A1	0.867098541022722	0.139269313453068	0.130097476388055	0.218092718963754	19	Pericyte_vascular_stabilizing
AGT	0.831040502234105	0.139098214806283	0.129926377741271	0.271961400991596	20	Pericyte_vascular_stabilizing
COL5A1	0.856424464694669	0.138463082472639	0.129291245407626	0.206586771903744	21	Pericyte_vascular_stabilizing
THBS2	0.815089444435545	0.133996713647668	0.124824876582656	0.232121256788763	22	Pericyte_vascular_stabilizing
IL1RN	0.838175237424125	0.133985977823303	0.12481414075829	0.233937868730397	23	Pericyte_vascular_stabilizing
C3	0.844004740475006	0.133714892216651	0.124543055151639	0.232890392060366	24	Pericyte_vascular_stabilizing
TGM2	0.831184638298551	0.131297198724293	0.122125361659281	0.0849618026384764	25	Pericyte_vascular_stabilizing
C4BPA	0.749763777005491	0.130561096028195	0.121389258963182	0.208553819635804	26	Pericyte_vascular_stabilizing
ENG	0.856944956038497	0.129014508649968	0.119842671584956	0.229587061751811	27	Pericyte_vascular_stabilizing
SIGLEC9	0.831248698771637	0.127672766802311	0.118500929737298	0.193166433458301	28	Pericyte_vascular_stabilizing
APOA1	0.852236511266633	0.126801940408314	0.117630103343302	0.224574307091649	29	Pericyte_vascular_stabilizing
SHISA4	0.852324594417127	0.126600691892459	0.117428854827446	0.203046134580219	30	Pericyte_vascular_stabilizing
ITGB2	0.846895469323038	0.125858188882796	0.116686351817784	0.23314346791871	31	Pericyte_vascular_stabilizing
PGF	0.812102624877882	0.125770905987584	0.116599068922571	0.23988380183353	32	Pericyte_vascular_stabilizing
PRG4	0.825483256193845	0.123064151461981	0.113892314396969	0.182197232775749	33	Pericyte_vascular_stabilizing
NTS	0.855495587834914	0.121969454438514	0.112797617373502	0.133797182961273	34	Pericyte_vascular_stabilizing
GGT1	0.844084816066364	0.121838606536592	0.11266676947158	0.19272505557746	35	Pericyte_vascular_stabilizing
TIMP3	0.827260934321999	0.12140650890116	0.112234671836148	0.193517601574639	36	Pericyte_vascular_stabilizing
CCN1	0.86785125158149	0.120398150024104	0.111226312959092	0.195879599507078	37	Pericyte_vascular_stabilizing
ADAM9	0.842146986755494	0.120237150048139	0.111065312983127	0.220141726319239	38	Pericyte_vascular_stabilizing
JAM3	0.855079194759851	0.119553881483793	0.11038204441878	0.194498844336488	39	Pericyte_vascular_stabilizing
IL1B	0.823641517592603	0.117499984004395	0.108328146939383	0.191437915436903	40	Pericyte_vascular_stabilizing
LGALS3	0.824394228151372	0.117132030126731	0.107960193061719	0.160295801113991	41	Pericyte_vascular_stabilizing
SPON2	0.750436411972902	0.116637516447414	0.107465679382402	0.153510230904125	42	Pericyte_vascular_stabilizing
HLA-DQB1	0.827709357633603	0.11629667906548	0.107124842000468	0.198231474555493	43	Pericyte_vascular_stabilizing
C1QB	0.862069793885425	0.116237336542142	0.10706549947713	0.195999555398044	44	Pericyte_vascular_stabilizing
SEMA3F	0.869444755849519	0.115719509896756	0.106547672831744	0.199632744364434	45	Pericyte_vascular_stabilizing
ANG	0.858698611489245	0.115556476250634	0.106384639185622	0.175677178451589	46	Pericyte_vascular_stabilizing
IL16	0.82473855319421	0.115382286539977	0.106210449474965	0.224931285752955	47	Pericyte_vascular_stabilizing
ICAM4	0.828213833859161	0.113870660160157	0.104698823095145	0.191277289639815	48	Pericyte_vascular_stabilizing
CTSG	0.827349017472491	0.113113235369353	0.103941398304341	0.162622716558746	49	Pericyte_vascular_stabilizing
SEMA3A	0.861148924584804	0.112477298011699	0.103305460946687	0.196588850894679	50	Pericyte_vascular_stabilizing
COL10A1	0.80869140468602	0.111562361026315	0.102390523961303	0.146764226578145	51	Pericyte_vascular_stabilizing
WNT3A	0.844421133550069	0.11151189714083	0.102340060075818	0.198056065213161	52	Pericyte_vascular_stabilizing
LAMA3	0.848192693903041	0.111248053642875	0.102076216577863	0.190548437167872	53	Pericyte_vascular_stabilizing
OCLN	0.845726365689209	0.110825161283639	0.101653324218626	0.182919878217364	54	Pericyte_vascular_stabilizing
FAM3C	0.826019762655944	0.110761469675101	0.101589632610089	0.197240521378769	55	Pericyte_vascular_stabilizing
WNT5A	0.78619817107349	0.110382368274537	0.101210531209525	0.140072626293983	56	Pericyte_vascular_stabilizing
PTPRK	0.821871847023588	0.110342876377002	0.10117103931199	0.174414693881405	57	Pericyte_vascular_stabilizing
CDCP1	0.843396165980684	0.109401585204685	0.100229748139673	0.188926178565935	58	Pericyte_vascular_stabilizing
COL5A3	0.851587898976631	0.109244214531508	0.100072377466496	0.188477696048666	59	Pericyte_vascular_stabilizing
MMP2	0.804615557085886	0.109180436539225	0.100008599474213	0.173532253379783	60	Pericyte_vascular_stabilizing
LGALS3BP	0.860588395445298	0.108859206415376	0.0996873693503635	0.200546679377865	61	Pericyte_vascular_stabilizing
CTSD	0.861253022853571	0.108614728588953	0.0994428915239407	0.17523482593865	62	Pericyte_vascular_stabilizing
FCN1	0.834651911404363	0.108403667701662	0.0992318306366495	0.187536845847284	63	Pericyte_vascular_stabilizing
A2M	0.830071587578672	0.108122415515722	0.09895057845071	0.18722528783302	64	Pericyte_vascular_stabilizing
MMP9	0.833234573437322	0.107934275681349	0.0987624386163366	0.175111367758274	65	Pericyte_vascular_stabilizing
COL3A1	0.84278759148636	0.107538981531234	0.0983671444662217	0.180711688883952	66	Pericyte_vascular_stabilizing
SERPING1	0.822112073797663	0.106854984113862	0.0976831470488496	0.181798978795616	67	Pericyte_vascular_stabilizing
