test_ligand	auroc	aupr	aupr_corrected	pearson	rank	receiver
TGFB2	0.864469738276997	0.232977099084885	0.221478716045	0.340619478967161	1	Pericyte_activated_migratory
TGFB1	0.925833787713559	0.230636352616762	0.219137969576877	0.313107137886123	2	Pericyte_activated_migratory
CCN2	0.817225554343881	0.226440966299817	0.214942583259932	0.327999671115668	3	Pericyte_activated_migratory
TIMP2	0.793518266085063	0.210802857327556	0.199304474287671	0.282858473847915	4	Pericyte_activated_migratory
AGT	0.81047800799709	0.204344997470884	0.192846614430999	0.349446277934242	5	Pericyte_activated_migratory
NAMPT	0.823598237004728	0.193302499134588	0.181804116094703	0.278088115156001	6	Pericyte_activated_migratory
ICAM1	0.816759814612871	0.192332958305276	0.180834575265391	0.266006001836826	7	Pericyte_activated_migratory
IL1RN	0.806967920756095	0.188795652292968	0.177297269253083	0.296996684992658	8	Pericyte_activated_migratory
COPA	0.842386859323883	0.186610706228292	0.175112323188407	0.240569661946558	9	Pericyte_activated_migratory
C4BPA	0.73282442748092	0.177643187315624	0.166144804275739	0.237185002093539	10	Pericyte_activated_migratory
ANXA1	0.830993275172667	0.177230257066697	0.165731874026812	0.284921864017193	11	Pericyte_activated_migratory
EDN1	0.835355325336247	0.176616880972958	0.165118497933073	0.258882252258257	12	Pericyte_activated_migratory
VTN	0.818463740458019	0.173981742246323	0.162483359206438	0.281280925842209	13	Pericyte_activated_migratory
PLA2G2A	0.80603644129408	0.173102032444527	0.161603649404642	0.294940567936035	14	Pericyte_activated_migratory
SELE	0.793291075972377	0.171330533353003	0.159832150313118	0.262860541618921	15	Pericyte_activated_migratory
NTN1	0.797653126135954	0.170452741432451	0.158954358392566	0.270734893496797	16	Pericyte_activated_migratory
COL4A1	0.825642948018904	0.169387439670918	0.157889056631033	0.221474902655175	17	Pericyte_activated_migratory
S100A9	0.801015539803712	0.166319598996754	0.154821215956869	0.247458080085167	18	Pericyte_activated_migratory
VCAM1	0.818009360232643	0.159198121946722	0.147699738906837	0.254932190050709	19	Pericyte_activated_migratory
MMP14	0.824813704107601	0.157474503011595	0.14597611997171	0.261254674161957	20	Pericyte_activated_migratory
SIRPB2	0.79770992366412	0.157212499666179	0.145714116626294	0.245403675565684	21	Pericyte_activated_migratory
COL1A1	0.843216103235191	0.156156036580601	0.144657653540716	0.225278969930595	22	Pericyte_activated_migratory
TNC	0.827221919302074	0.155461542814844	0.143963159774959	0.206521605422607	23	Pericyte_activated_migratory
C3	0.830913758633228	0.153417181745378	0.141918798705493	0.246278840886023	24	Pericyte_activated_migratory
ITGB2	0.83300390766994	0.153208270367246	0.141709887327361	0.257470088002947	25	Pericyte_activated_migratory
FN1	0.842352780806983	0.149364214275343	0.137865831235458	0.253825199722934	26	Pericyte_activated_migratory
JAM3	0.841568974918216	0.148960658580686	0.137462275540801	0.216969493820833	27	Pericyte_activated_migratory
CCN1	0.848827699018544	0.14793174205005	0.136433359010165	0.239338455688673	28	Pericyte_activated_migratory
VWF	0.849282079243913	0.147236538903428	0.135738155863543	0.252659078056781	29	Pericyte_activated_migratory
SIGLEC9	0.813545074518359	0.145553044374785	0.1340546613349	0.208672926531128	30	Pericyte_activated_migratory
THBS2	0.795506179571071	0.14519084675101	0.133692463711125	0.240808494667992	31	Pericyte_activated_migratory
TGFBI	0.786475372591787	0.144862417404516	0.133364034364631	0.230709628972626	32	Pericyte_activated_migratory
PGF	0.802833060705204	0.144806835852861	0.133308452812976	0.241904694023062	33	Pericyte_activated_migratory
PRG4	0.816589422028354	0.143303202767626	0.131804819727741	0.201979849327002	34	Pericyte_activated_migratory
SPON2	0.735050890585242	0.143023419804861	0.131525036764976	0.173079488902763	35	Pericyte_activated_migratory
RELN	0.84515857869866	0.142937558777428	0.131439175737543	0.202243356514994	36	Pericyte_activated_migratory
ITGAL	0.782715376226828	0.142824654919852	0.131326271879967	0.150455511179032	37	Pericyte_activated_migratory
ENG	0.841682569974561	0.142763058568679	0.131264675528794	0.243359870736282	38	Pericyte_activated_migratory
TGM2	0.80683160668848	0.141022771336891	0.129524388297006	0.0902595985828858	39	Pericyte_activated_migratory
COL5A1	0.828585059978192	0.14086557070338	0.129367187663495	0.188417706954154	40	Pericyte_activated_migratory
S100B	0.831334060341697	0.140595008822882	0.129096625782997	0.225204564869352	41	Pericyte_activated_migratory
SHISA4	0.832799436568527	0.137785202411928	0.126286819372043	0.213467946219051	42	Pericyte_activated_migratory
ADAM9	0.82605189022174	0.137621905047266	0.126123522007381	0.237084231090092	43	Pericyte_activated_migratory
CD99	0.826154125772449	0.137009783823215	0.12551140078333	0.194017738236995	44	Pericyte_activated_migratory
APOA1	0.825620229007639	0.135880593764461	0.124382210724576	0.19885511178964	45	Pericyte_activated_migratory
GGT1	0.821428571428575	0.135686174288252	0.124187791248367	0.205269977586626	46	Pericyte_activated_migratory
NTS	0.830504816430395	0.134560536496965	0.12306215345708	0.120984655235682	47	Pericyte_activated_migratory
MMP9	0.806979280261726	0.134525183221939	0.123026800182054	0.218753150108749	48	Pericyte_activated_migratory
HLA-DQB1	0.810693838604145	0.134446707571967	0.122948324532082	0.207227276677309	49	Pericyte_activated_migratory
C1QB	0.840058160668851	0.134084255380438	0.122585872340553	0.210962968370946	50	Pericyte_activated_migratory
SPP1	0.802969374772812	0.133881223255866	0.122382840215981	0.182041726760624	51	Pericyte_activated_migratory
LGALS3	0.802969374772812	0.131446114176402	0.119947731136517	0.178598955078407	52	Pericyte_activated_migratory
IL16	0.816100963286078	0.13134239315318	0.119844010113295	0.239717066375904	53	Pericyte_activated_migratory
CTSG	0.80277626317703	0.131278545579709	0.119780162539824	0.203617525259755	54	Pericyte_activated_migratory
IL1B	0.809614685568883	0.130748655790141	0.119250272750256	0.212404400660782	55	Pericyte_activated_migratory
WNT5A	0.758167484551074	0.128780993436467	0.117282610396582	0.169604600755107	56	Pericyte_activated_migratory
FGA	0.837786259541988	0.128111441734303	0.116613058694418	0.207361451397473	57	Pericyte_activated_migratory
LAMA3	0.829471101417668	0.127956640536141	0.116458257496256	0.206337449513692	58	Pericyte_activated_migratory
CLEC11A	0.772582697201019	0.12784128049658	0.116342897456695	0.197692644217328	59	Pericyte_activated_migratory
ITGAM	0.81549890948746	0.127832202636612	0.116333819596727	0.209528852750069	60	Pericyte_activated_migratory
TIMP3	0.815726099600146	0.127338301914916	0.115839918875031	0.201503074066469	61	Pericyte_activated_migratory
SEMA3F	0.838797255543438	0.127277295621208	0.115778912581323	0.20205927918414	62	Pericyte_activated_migratory
ICAM4	0.816634860050896	0.127146959931863	0.115648576891978	0.210991550949757	63	Pericyte_activated_migratory
PLAT	0.811863867684482	0.126404023969341	0.114905640929456	0.181263326086569	64	Pericyte_activated_migratory
FLRT2	0.787077426390405	0.12637495313092	0.114876570091035	0.18852848482441	65	Pericyte_activated_migratory
MMP2	0.779114412940754	0.126329882414854	0.114831499374969	0.186832486979773	66	Pericyte_activated_migratory
A2M	0.806967920756093	0.126301652900247	0.114803269860362	0.201300998385506	67	Pericyte_activated_migratory
CTSD	0.838967648127961	0.12487960196313	0.113381218923245	0.204364137498754	68	Pericyte_activated_migratory
SERPING1	0.805559342057436	0.124208022953655	0.11270963991377	0.198749191726376	69	Pericyte_activated_migratory
