contrast	estimate	SE	df	t.ratio	p.value	lower.CL	upper.CL	min_cells	arm	model	touches_small_group
Healthy - Fibrotic_ILD	0.0735514335207763	0.0774748194437536	56.8939045378015	0.949359211791056	0.976415579748305	-0.0815954865741735	0.228698353615726	20		lmer(disease_group + sex + (1 | study))	FALSE
Healthy - Other	0.0670159761695342	0.219093418207181	15.7952563679042	0.305878545863764	0.976415579748305	-0.397931101718197	0.531963054057265	20		lmer(disease_group + sex + (1 | study))	FALSE
Fibrotic_ILD - Other	-0.00653545735124204	0.217566802163261	15.6594511064527	-0.0300388537509407	0.976415579748305	-0.468573004628725	0.45550208992624	20		lmer(disease_group + sex + (1 | study))	FALSE
