disease_group	emmean	SE	df	lower.CL	upper.CL	n_donors_group	min_cells	n_donors	arm	n_fibrotic	estimable	injury_programs	backing_clusters	backing_jaccard_median	backing_jaccard_lo	backing_jaccard_hi	backing_stability_verdict
Healthy	0.0192790252300107	0.00535738176874627	5.33237706541721	0.00576166508463282	0.0327963853753886	29	20	36	_ageadj	4	TRUE	activated_migratory	4	0.51844894026975	0.125031586529378	0.978006535947712	FRAGILE -- quote the interval with any claim
Fibrotic_ILD	0.035019157240942	0.0129088673640365	12.4506207152771	0.00700563825288006	0.0630326762290039	4	20	36	_ageadj	4	TRUE	activated_migratory	4	0.51844894026975	0.125031586529378	0.978006535947712	FRAGILE -- quote the interval with any claim
Other	0.0340422354939722	0.0141234378291213	7.18291723387376	0.00081724546066296	0.0672672255272815	3	20	36	_ageadj	4	TRUE	activated_migratory	4	0.51844894026975	0.125031586529378	0.978006535947712	FRAGILE -- quote the interval with any claim
