disease_group	emmean	SE	df	lower.CL	upper.CL	n_donors_group	min_cells	n_donors	arm	estimable
Healthy	0.356118917755194	0.106737851247912	17.630071813992	0.131533260446372	0.580704575064017	32	20	69		TRUE
Fibrotic_ILD	0.271941403153713	0.112737232611581	21.8257480752411	0.0380304194556305	0.505852386851796	17	20	69		TRUE
Other	0.306589774038324	0.18128448948819	14.580955282214	-0.0807784143483779	0.693957962425026	20	20	69		TRUE
