contrast	estimate	SE	df	t.ratio	p.value	lower.CL	upper.CL	min_cells	arm	model	touches_small_group
Healthy - COPD	0.231323207086021	0.144243186305413	69.1689055158042	1.60370283693144	0.278376483839316	-0.0564215406901557	0.519067954862197	10		lmer(disease_group + sex + (1 | study))	TRUE
Healthy - Fibrotic_ILD	-0.0342861744728952	0.0651979031643417	77.8433809493118	-0.525878483951722	0.799562603011936	-0.164089342432204	0.0955169934864137	10		lmer(disease_group + sex + (1 | study))	FALSE
Healthy - Other	-0.0592531178540609	0.136805458852971	67.8277198753112	-0.433119543261369	0.799562603011936	-0.332256716339922	0.2137504806318	10		lmer(disease_group + sex + (1 | study))	FALSE
COPD - Fibrotic_ILD	-0.265609381558916	0.128690922851439	66.5688839077759	-2.06393252665951	0.257552753481062	-0.522508121163894	-0.00871064195393761	10		lmer(disease_group + sex + (1 | study))	TRUE
COPD - Other	-0.290576324940082	0.194598321997765	82.6838029728747	-1.49321084558694	0.278376483839316	-0.677646451527233	0.0964938016470697	10		lmer(disease_group + sex + (1 | study))	TRUE
Fibrotic_ILD - Other	-0.0249669433811657	0.146435630655123	66.1187139252274	-0.170497735212863	0.865139373417507	-0.317325315435189	0.267391428672857	10		lmer(disease_group + sex + (1 | study))	FALSE
