contrast	estimate	SE	df	t.ratio	p.value	lower.CL	upper.CL	min_cells	arm
Healthy - Fibrotic_ILD	0.0127604264660825	0.03133935952109	15.8170471303308	0.407169344271227	0.689340745825771	-0.0537385573025701	0.079259410234735	10	_ageadj
Healthy - Other	-0.0370511113971032	0.0405143716922199	10.2583031892763	-0.914517734066655	0.572157232521377	-0.127015597432576	0.0529133746383694	10	_ageadj
Fibrotic_ILD - Other	-0.0498115378631857	0.0482206967928871	11.4658008895283	-1.03299083539028	0.572157232521377	-0.155420887338219	0.0557978116118478	10	_ageadj
