disease_group	emmean	SE	df	lower.CL	upper.CL	n_donors_group	min_cells	n_donors	arm	model	estimable
Healthy	0.0144578994759665	0.00488883515322584	9.28895818392503	0.0034508069088221	0.025464992043111	38	10	47	_ageadj	lmer(disease_group + sex + age + (1 | study))	TRUE
Fibrotic_ILD	0.00288537441183416	0.0108537689815053	18.0664834092923	-0.0199115346941911	0.0256822835178594	6	10	47	_ageadj	lmer(disease_group + sex + age + (1 | study))	TRUE
Other	0.0178144439018284	0.0150369234999498	9.15936471196462	-0.0161114353784294	0.0517403231820863	3	10	47	_ageadj	lmer(disease_group + sex + age + (1 | study))	TRUE
