contrast	estimate	SE	df	t.ratio	p.value
Healthy - Fibrotic_ILD	-0.064873013156197	0.0662173816770776	31	-0.979697649063856	0.773077182179744
Healthy - Other	-0.0370523401812122	0.0763861471519527	31	-0.485066226831746	0.773077182179744
Fibrotic_ILD - Other	0.0278206729749848	0.0956417351491506	31	0.290884235126007	0.773077182179744
