disease_group	emmean	SE	df	lower.CL	upper.CL	n_donors_group	min_cells	n_donors	arm	n_fibrotic	estimable	injury_programs	backing_clusters	backing_jaccard_median	backing_jaccard_lo	backing_jaccard_hi	backing_stability_verdict
Healthy	0.0158928938220805	0.00517143524799457	12.5535856638355	0.00468016661864946	0.0271056210255115	32	20	69		17	TRUE	activated_migratory	4	0.51844894026975	0.125031586529378	0.978006535947712	FRAGILE -- quote the interval with any claim
Fibrotic_ILD	0.0280264063844557	0.00724968885484729	22.7789685675469	0.0130212259829593	0.043031586785952	17	20	69		17	TRUE	activated_migratory	4	0.51844894026975	0.125031586529378	0.978006535947712	FRAGILE -- quote the interval with any claim
Other	0.025665382653458	0.00679430504058783	5.82390196610565	0.00891769906428347	0.0424130662426325	20	20	69		17	TRUE	activated_migratory	4	0.51844894026975	0.125031586529378	0.978006535947712	FRAGILE -- quote the interval with any claim
