contrast	estimate	SE	df	t.ratio	p.value	lower.CL	upper.CL	min_cells	arm	touches_small_group
Healthy - Fibrotic_ILD	-0.0210721671207983	0.138181992752841	26.7705914754846	-0.152495753614503	0.879939490816297	-0.304711926033075	0.262567591791478	20	_ageadj	FALSE
Healthy - Other	-0.0989233612482621	0.389988066998235	9.42948706366622	-0.253657405493665	0.879939490816297	-0.975050254602028	0.777203532105503	20	_ageadj	FALSE
Fibrotic_ILD - Other	-0.0778511941274637	0.40739024760598	10.8397151599958	-0.191097343603473	0.879939490816297	-0.976131388527199	0.820429000272272	20	_ageadj	FALSE
