contrast	estimate	SE	df	t.ratio	p.value	lower.CL	upper.CL	min_cells	arm	touches_small_group
Healthy - Fibrotic_ILD	0.181439647147315	0.121661389613208	24.9842929962947	1.49134945543658	0.445167086853109	-0.0691346627823431	0.432013957076973	20	_ageadj	FALSE
Healthy - Other	0.228987316652874	0.418251542633634	9.61002143069146	0.547487082082216	0.894793088950651	-0.708086867171837	1.16606150047758	20	_ageadj	FALSE
Fibrotic_ILD - Other	0.0475476695055592	0.43093571044705	10.6453838925192	0.110335876913597	0.914195561056915	-0.904804577054009	0.999899916065127	20	_ageadj	FALSE
