contrast	estimate	SE	df	t.ratio	p.value
Healthy - Fibrotic_ILD	-0.0965568895021145	0.119274270725051	31	-0.809536616029252	0.747327226135058
Healthy - Other	0.021511279040085	0.137590792089556	31	0.156342431883694	0.876776839602653
Fibrotic_ILD - Other	0.118068168542199	0.172274981611699	31	0.685347155098356	0.747327226135058
