state_program	emmean	SE	df	asymp.LCL	asymp.UCL
activated_migratory	0.642288978194791	0.0342590749546755	Inf	0.575142425139969	0.709435531249614
basement_membrane	0.769688078817553	0.0256345395872828	Inf	0.719445304466212	0.819930853168894
vascular_stabilizing	0.849106105473332	0.0252832417589903	Inf	0.799551862213292	0.898660348733373
