contrast	estimate	SE	df	t.ratio	p.value	lower.CL	upper.CL	min_cells	arm	touches_small_group
Healthy - Fibrotic_ILD	-0.134722613011801	0.11403882209601	24.4663351267479	-1.18137499612524	0.746430801282246	-0.369850000687124	0.100404774663523	20	_ageadj	FALSE
Healthy - Other	-0.210708426793037	0.421229961035016	9.66071422640166	-0.500221841474191	0.863799693123461	-1.15375450922809	0.732337655642019	20	_ageadj	FALSE
Fibrotic_ILD - Other	-0.0759858137812365	0.432321320616413	10.5789585839231	-0.175762355816489	0.863799693123461	-1.03215957469228	0.880187947129808	20	_ageadj	FALSE
