disease_group	emmean	SE	df	lower.CL	upper.CL	n_donors_group	min_cells	n_donors	arm	estimable
Healthy	0.567141070154215	0.110455028693588	17.0215775008764	0.33412383146717	0.80015830884126	32	20	69		TRUE
Fibrotic_ILD	0.6156433389687	0.114730922086033	19.8038333100931	0.376166763833713	0.855119914103686	17	20	69		TRUE
Other	0.62088564636628	0.19086990394094	14.7391627342038	0.213428112730703	1.02834318000186	20	20	69		TRUE
