contrast	estimate	SE	df	t.ratio	p.value	lower.CL	upper.CL	min_cells	arm	n_donors	touches_small_group	backing_clusters	backing_jaccard_median	backing_jaccard_lo	backing_jaccard_hi	backing_stability_verdict
Healthy - Fibrotic_ILD	-0.0121335125623752	0.0095118291421046	33.366362356904	-1.27562347694678	0.458765906221214	-0.0314774055865749	0.00721038046182457	20		69	FALSE	4	0.51844894026975	0.125031586529378	0.978006535947712	FRAGILE -- quote the interval with any claim
Healthy - Other	-0.00977248883137752	0.00905797681800133	10.0536384059793	-1.07888207573641	0.458765906221214	-0.0299403328579895	0.0103953551952345	20		69	FALSE	4	0.51844894026975	0.125031586529378	0.978006535947712	FRAGILE -- quote the interval with any claim
Fibrotic_ILD - Other	0.00236102373099766	0.00930750848468114	4.97288904456665	0.253668716486649	0.809905146343869	-0.0216039742893318	0.0263260217513271	20		69	FALSE	4	0.51844894026975	0.125031586529378	0.978006535947712	FRAGILE -- quote the interval with any claim
