contrast	estimate	SE	df	t.ratio	p.value	lower.CL	upper.CL	min_cells	arm	touches_small_group
Healthy - Fibrotic_ILD	-0.0485022688144847	0.0718469107380303	55.7102375066847	-0.67507800010128	0.98139805177311	-0.192445447384428	0.0954409097554585	20		FALSE
Healthy - Other	-0.0537445762120655	0.222641713756649	15.7243873496373	-0.241394908910956	0.98139805177311	-0.526397164950725	0.418908012526594	20		FALSE
Fibrotic_ILD - Other	-0.0052423073975808	0.221251083039211	15.5544086883511	-0.023693928750856	0.98139805177311	-0.4753680420561	0.464883427260939	20		FALSE
