disease_group	emmean	SE	df	lower.CL	upper.CL	min_cells	n_donors	arm
Healthy	0.422399268287859	0.10916823947336	17.3227229276994	0.192400851821593	0.652397684754125	20	69	
Fibrotic_ILD	0.348847834767083	0.114271666392868	20.7514050889234	0.111033431091949	0.586662238442216	20	69	
Other	0.355383292118325	0.187127058239143	14.6690635047615	-0.0442537364186212	0.755020320655271	20	69	
