x	y	n	pearson_r	pearson_p	spearman_rho	spearman_p	pearson_p_BH	spearman_p_BH
AGTR1_expr	ACTA2_expr	154	0.283321467169615	0.000370118368929242	0.267942545495858	0.000780452300578484	0.000370118368929242	0.000780452300578484
AGTR1_scvi	ACTA2_expr	154	0.312662298978101	7.88502599210819e-05	0.393993661871544	4.29244022875554e-07	9.46203119052982e-05	5.63210309368053e-07
AGTR1_expr	synth_contr_noACTA2	154	0.39087453347899	5.3878922281349e-07	0.392771968889817	4.69341924473377e-07	8.08183834220235e-07	5.63210309368053e-07
AGTR1_scvi	synth_contr_noACTA2	154	0.599129706674061	2.24562962473288e-16	0.6617593665032	9.34099722625937e-21	6.73688887419865e-16	2.80229916787781e-20
AGTR1_scvi	synth_contr_full	154	0.557686865563775	5.77873894522064e-14	0.632555426862827	1.37283094299896e-18	1.15574778904413e-13	2.74566188599792e-18
ACTA2_expr	synth_contr_noACTA2	154	0.732009863523869	4.07599932725443e-27	0.749606100780533	4.9222655180691e-29	2.44559959635266e-26	2.95335931084146e-28
