contrast	estimate	SE	df	t.ratio	p.value	lower.CL	upper.CL	min_cells	arm	touches_small_group
Healthy - Fibrotic_ILD	-0.0157401320109313	0.0137929409450551	12.2356543149999	-1.14117301550358	0.546714428016508	-0.0457283002757346	0.0142480362538721	20	_ageadj	FALSE
Healthy - Other	-0.0147632102639615	0.0152569292751366	7.22885907188673	-0.967639686710771	0.546714428016508	-0.050609864639489	0.0210834441115659	20	_ageadj	FALSE
Fibrotic_ILD - Other	0.00097692174696973	0.0191647533848341	9.29300394474749	0.0509749187663854	0.960424426801415	-0.0421692870072292	0.0441231305011686	20	_ageadj	FALSE
