contrast	estimate	SE	df	t.ratio	p.value	lower.CL	upper.CL	min_cells	arm
Healthy - Fibrotic_ILD	0.0299699652610079	0.0902433236397886	34.7067265677467	0.332101745062435	0.741809830552441	-0.153289076940019	0.213229007462035	10	_ageadj
Healthy - Other	0.233100577247581	0.400993509489021	10.7039437636471	0.581307606561057	0.741809830552441	-0.652467632813634	1.1186687873088	10	_ageadj
Fibrotic_ILD - Other	0.203130611986573	0.408577852464476	11.4564698536633	0.497165009707016	0.741809830552441	-0.691790892547529	1.09805211652067	10	_ageadj
