contrast	estimate	SE	df	t.ratio	p.value	lower.CL	upper.CL	min_cells	arm	model	touches_small_group
Healthy - Fibrotic_ILD	-0.056004069779843	0.0534475860344211	12.0097071548747	-1.047831603541	0.473019985201538	-0.172445917408357	0.0604377778486705	20	_ageadj	lmer(disease_group + sex + age + (1 | study))	FALSE
Healthy - Other	-0.074445033322145	0.0586088576884162	7.42538379023512	-1.27020106274582	0.473019985201538	-0.211439627029114	0.0625495603848241	20	_ageadj	lmer(disease_group + sex + age + (1 | study))	FALSE
Fibrotic_ILD - Other	-0.018440963542302	0.0738727530925595	9.59812491216504	-0.249631464515695	0.808133365860755	-0.183978685133484	0.14709675804888	20	_ageadj	lmer(disease_group + sex + age + (1 | study))	FALSE
