disease_group	emmean	SE	df	lower.CL	upper.CL	n_donors_group	min_cells	n_donors	arm	estimable
Healthy	0.439257608152654	0.110852840241904	11.1148120231157	0.195579289762328	0.68293592654298	38	10	47	_ageadj	TRUE
Fibrotic_ILD	0.376878222166465	0.136917810893366	21.9271312432069	0.092873340669998	0.660883103662932	6	10	47	_ageadj	TRUE
Other	0.248794812124078	0.379469426162174	10.6343709139488	-0.589928683838799	1.08751830808696	3	10	47	_ageadj	TRUE
