contrast	estimate	SE	df	t.ratio	p.value	lower.CL	upper.CL	min_cells	arm
Healthy - Fibrotic_ILD	-0.0769360989627556	0.0609162093343919	16.5232444726271	-1.26298237863792	0.448695618573179	-0.205741133903071	0.0518689359775594	10	_ageadj
Healthy - Other	-0.0867735427917039	0.0792386865121459	10.0081150465262	-1.09509062569333	0.448695618573179	-0.263308935746203	0.089761850162795	10	_ageadj
Fibrotic_ILD - Other	-0.00983744382894823	0.094178489766703	11.3244777305727	-0.104455315150172	0.918635143070831	-0.216400568418655	0.196725680760759	10	_ageadj
