contrast	estimate	SE	df	t.ratio	p.value	lower.CL	upper.CL	min_cells	arm	model	touches_small_group
Healthy - COPD	-0.00778870568812552	0.115069587312169	80.9621486141772	-0.0676869177169788	0.946201745652401	-0.236742712467835	0.221165301091584	10		lmer(disease_group + sex + (1 | study))	TRUE
Healthy - Fibrotic_ILD	-0.0215418372084364	0.0419300163187269	55.3570249598025	-0.513756947879254	0.946201745652401	-0.105559287948473	0.0624756135316003	10		lmer(disease_group + sex + (1 | study))	FALSE
Healthy - Other	-0.0471836980838167	0.0508234877364335	17.5447998370783	-0.928383709683751	0.946201745652401	-0.154158804773071	0.0597914086054374	10		lmer(disease_group + sex + (1 | study))	FALSE
COPD - Fibrotic_ILD	-0.0137531315203109	0.107780774687514	73.9419986326436	-0.127602826758158	0.946201745652401	-0.228513812159508	0.201007549118886	10		lmer(disease_group + sex + (1 | study))	TRUE
COPD - Other	-0.0393949923956912	0.118387295378274	80.2309125253706	-0.332763682706115	0.946201745652401	-0.274982809414999	0.196192824623617	10		lmer(disease_group + sex + (1 | study))	TRUE
Fibrotic_ILD - Other	-0.0256418608753803	0.0533835589775018	15.6753586675663	-0.480332547445683	0.946201745652401	-0.139000732059911	0.0877170103091506	10		lmer(disease_group + sex + (1 | study))	FALSE
