disease_group	emmean	SE	df	lower.CL	upper.CL	n_donors_group	min_cells	n_donors	arm	estimable
Healthy	0.0191571021370354	0.00717793817839764	10.2607737677384	0.00321858442370098	0.0350956198503699	29	20	36	_ageadj	TRUE
Fibrotic_ILD	0.00548965482369366	0.0130347331869925	25.6005751548818	-0.0213239833016057	0.032303292948993	4	20	36	_ageadj	TRUE
Other	0.0166797483226159	0.0223092659259386	8.50675278286436	-0.0342369214886876	0.0675964181339194	3	20	36	_ageadj	TRUE
