contrast	estimate	SE	df	t.ratio	p.value	lower.CL	upper.CL	min_cells	arm
Healthy - COPD	-0.181621098293947	0.145025522798857	68.8705953191926	-1.25233886276587	0.644047547308057	-0.47094879854465	0.107706601956756	10	
Healthy - Fibrotic_ILD	0.0410546409126499	0.065785215174755	76.9195047571946	0.624070937574505	0.797501594972629	-0.0899426456811761	0.172051927506476	10	
Healthy - Other	-0.0244295003946736	0.140386119983838	71.5806377532006	-0.174016493920382	0.862343709408913	-0.304312130051909	0.255453129262562	10	
COPD - Fibrotic_ILD	0.222675739206597	0.129267901641496	66.4948635236012	1.7225911179726	0.537664743429857	-0.0353801071852805	0.480731585598474	10	
COPD - Other	0.157191597899273	0.197994608349508	82.9288441799541	0.793918577933155	0.797501594972629	-0.236616711987759	0.550999907786305	10	
Fibrotic_ILD - Other	-0.0654841413073234	0.150387685233293	70.0727361144048	-0.435435529217299	0.797501594972629	-0.365417448326473	0.234449165711826	10	
