contrast	estimate	SE	df	t.ratio	p.value	lower.CL	upper.CL	min_cells	arm	model	touches_small_group
Healthy - COPD	-0.27910664245884	0.154926580727502	69.2724798539431	-1.80154135686862	0.227907652151418	-0.588155027409056	0.0299417424913757	10		lmer(disease_group + sex + (1 | study))	TRUE
Healthy - Fibrotic_ILD	0.0423221641984002	0.0699388658078182	78.1504984272169	0.60513083404434	0.820267887001357	-0.0969111984801907	0.181555526876991	10		lmer(disease_group + sex + (1 | study))	FALSE
Healthy - Other	-0.00435235394289461	0.145895818512786	66.5222828803198	-0.0298319306698512	0.976290414343146	-0.295600072778074	0.286895364892285	10		lmer(disease_group + sex + (1 | study))	FALSE
COPD - Fibrotic_ILD	0.32142880665724	0.138267841119538	66.5954403096019	2.32468232710274	0.138881079707318	0.0454142188621471	0.597443394452334	10		lmer(disease_group + sex + (1 | study))	TRUE
COPD - Other	0.274754288515946	0.208158601716716	82.5683688923048	1.31992762369657	0.381013944969517	-0.139296808385338	0.688805385417229	10		lmer(disease_group + sex + (1 | study))	TRUE
Fibrotic_ILD - Other	-0.0466745181412949	0.156122639646298	64.7576715318621	-0.298960600762565	0.919112918505562	-0.358495080864396	0.265146044581806	10		lmer(disease_group + sex + (1 | study))	FALSE
