contrast	estimate	SE	df	t.ratio	p.value
Healthy - Fibrotic_ILD	0.0286715215961056	0.181714523128634	31	0.157783324648241	0.997938790186106
Healthy - Other	0.0279880043197558	0.209619769791589	31	0.133517961342971	0.997938790186106
Fibrotic_ILD - Other	-0.000683517276349781	0.262461182451726	31	-0.00260426044706821	0.997938790186106
