term	Estimate	Std. Error	t value	Pr(>|t|)
(Intercept)	0.585953523619411	0.221731581659168	2.64262546289009	0.00908222058824841
pericyte_statefibroblast_like	-0.0648380762079487	0.135121519905679	-0.47985011013204	0.632019239987354
pericyte_stateinflammatory	-0.127217970689801	0.127939084225361	-0.994363618123994	0.321615880163021
pericyte_statesynthetic_contractile	0.019955877207162	0.130169479562275	0.153306883259181	0.8783582824398
pericyte_statevascular_stabilizing	0.0300049299410765	0.128488247129098	0.233522758785316	0.815667649576585
disease_groupHealthy	0.203469485132754	0.139466379227653	1.45891422907472	0.146638641794163
disease_groupOther	-0.137449658604271	0.151480577120489	-0.907374801555859	0.365635532805211
sexmale	-0.0632149880135803	0.0861989844510238	-0.733361169115601	0.464460366154788
age	0.00224613231757821	0.0018404270477059	1.22044083213079	0.224175450840199
