contrast	estimate	SE	df	t.ratio	p.value	lower.CL	upper.CL	min_cells	arm
Healthy - Fibrotic_ILD	-0.0350777492105685	0.0886879096391419	34.6694332948417	-0.395518953522467	0.715369522657786	-0.215185165054806	0.145029666633669	10	_ageadj
Healthy - Other	-0.185937019201311	0.396149998985465	10.7068998384712	-0.469360140546494	0.715369522657786	-1.06077828217237	0.688904243769745	10	_ageadj
Fibrotic_ILD - Other	-0.150859269990743	0.403565658330886	11.4524771194523	-0.373815925306143	0.715369522657786	-1.03483835965091	0.733119819669426	10	_ageadj
