disease_group	emmean	SE	df	lower.CL	upper.CL	n_donors_group	min_cells	n_donors	arm	model	estimable
Healthy	0.0510780943026399	0.0165794122264143	18.0342896825401	0.0162507883452111	0.0859054002600687	32	20	69		lmer(disease_group + sex + (1 | study))	TRUE
Fibrotic_ILD	0.067329188651274	0.0202560172653297	29.9688686570216	0.0259590804284143	0.108699296874134	17	20	69		lmer(disease_group + sex + (1 | study))	TRUE
Other	0.0389750361544848	0.0248323065705351	12.3624784014221	-0.0149544877660093	0.0929045600749789	20	20	69		lmer(disease_group + sex + (1 | study))	TRUE
