contrast	estimate	SE	df	t.ratio	p.value	lower.CL	upper.CL	min_cells	arm	model	touches_small_group
Healthy - COPD	-0.0874212703765859	0.0334686435221759	81.0947595021983	-2.61203506257019	0.0359163792155787	-0.154012193085133	-0.0208303476680391	10		lmer(disease_group + sex + (1 | study))	TRUE
Healthy - Fibrotic_ILD	-0.00902690393236665	0.0103399840222668	39.4695141098948	-0.873009466255225	0.581907563959916	-0.0299335440880497	0.0118797362233164	10		lmer(disease_group + sex + (1 | study))	FALSE
Healthy - Other	-0.00428283638308513	0.0105244942401416	13.3163436500565	-0.406939876193757	0.690517481701937	-0.0269648392275271	0.0183991664613568	10		lmer(disease_group + sex + (1 | study))	FALSE
COPD - Fibrotic_ILD	0.0783943664442193	0.0324657255045646	82.577332193471	2.41468087424066	0.0359163792155787	0.0138164558842537	0.142972277004185	10		lmer(disease_group + sex + (1 | study))	TRUE
COPD - Other	0.0831384339935008	0.033024233001865	75.2317556339556	2.51749780195669	0.0359163792155787	0.0173541099409606	0.148922758046041	10		lmer(disease_group + sex + (1 | study))	TRUE
Fibrotic_ILD - Other	0.00474406754928152	0.0106436064446877	7.11745212278201	0.445719932800534	0.690517481701937	-0.0203401129245723	0.0298282480231354	10		lmer(disease_group + sex + (1 | study))	FALSE
