pericyte_state	emmean	SE	df	lower.CL	upper.CL
0	0.841599804673153	0.13337880393997	139.70391522657	0.577897871977085	1.10530173736922
1	0.484164959663291	0.129304404713393	130.786043381033	0.228366101966269	0.739963817360312
2	0.478288012273447	0.135718129302584	146.831800129766	0.210074774569183	0.746501249977711
3	0.77543764917736	0.147109521301228	172.727369533402	0.485073864479975	1.06580143387474
4	0.562709980254418	0.158526898008576	190.994669564906	0.250021643936325	0.875398316572512
5	0.525242454027227	0.214057377094699	193.109906273742	0.103051824793322	0.947433083261133
