contrast	estimate	SE	df	t.ratio	p.value	lower.CL	upper.CL	min_cells	arm
Healthy - Fibrotic_ILD	0.18409423235799	0.126223472583683	25.4857710697809	1.45847859031084	0.470770769638482	-0.0756168596498692	0.443805324365849	20	_ageadj
Healthy - Other	0.263512467413956	0.407896776105275	9.56044491959202	0.646027335469662	0.800190510973207	-0.651034147239621	1.17805908206753	20	_ageadj
Fibrotic_ILD - Other	0.0794182350559663	0.421864749856018	10.7052946439674	0.188255205212267	0.85419757562684	-0.852227977564505	1.01106444767644	20	_ageadj
