disease_group	emmean	SE	df	lower.CL	upper.CL	n_donors_group	min_cells	n_donors	arm	model	estimable
Healthy	0.488397953634223	0.103328493763695	17.1449668367427	0.270534219133511	0.706261688134935	32	20	69		lmer(disease_group + sex + (1 | study))	TRUE
Fibrotic_ILD	0.522868738901691	0.107656221044121	20.1812096485573	0.298430993744871	0.747306484058511	17	20	69		lmer(disease_group + sex + (1 | study))	TRUE
Other	0.452119366046094	0.177980928515452	14.7120513084208	0.0721142855425075	0.83212444654968	20	20	69		lmer(disease_group + sex + (1 | study))	TRUE
