disease_group	emmean	SE	df	lower.CL	upper.CL	min_cells	n_donors	arm
Healthy	0.0156166643707409	0.00566354064684259	18.5059413090857	0.00374128170681021	0.0274920470346715	20	69	
Fibrotic_ILD	0.0130208407844323	0.00668760048067656	29.8818748989264	-0.000639325858071993	0.0266810074269365	20	69	
Other	0.0114213347425512	0.00871840341140882	13.0253706894029	-0.00740990210115617	0.0302525715862586	20	69	
