contrast	estimate	SE	df	t.ratio	p.value	lower.CL	upper.CL	min_cells	arm	n_donors	touches_small_group	backing_clusters	backing_jaccard_median	backing_jaccard_lo	backing_jaccard_hi	backing_stability_verdict
Healthy - Fibrotic_ILD	-0.00979863697242851	0.0173967624851253	13.4562151685812	-0.563244855518756	0.97121828274476	-0.0472529393523786	0.0276556654075215	10	_ageadj	47	FALSE	4	0.51844894026975	0.125031586529378	0.978006535947712	FRAGILE -- quote the interval with any claim
Healthy - Other	-0.00882664529115077	0.0221465425575184	12.7589625375479	-0.398556355612911	0.97121828274476	-0.0567633847885223	0.0391100942062207	10	_ageadj	47	FALSE	4	0.51844894026975	0.125031586529378	0.978006535947712	FRAGILE -- quote the interval with any claim
Fibrotic_ILD - Other	0.000971991681277736	0.0264379086685253	13.3035277589883	0.0367650744793935	0.97121828274476	-0.0560114531207774	0.0579554364833329	10	_ageadj	47	FALSE	4	0.51844894026975	0.125031586529378	0.978006535947712	FRAGILE -- quote the interval with any claim
