level	n_donors	arm	Df	F.value	Pr..F.	p_excl_small_groups	small_groups	p_BH	min_cells
0	69		2	0.16186269942679	0.85145819373915	NA		0.894695241746896	20
1	69		2	0.538193442698555	0.590277720868323	NA		0.894695241746896	20
2	69		2	1.0379308496013	0.369118668914041	NA		0.894695241746896	20
3	69		2	0.512320225750285	0.604594407320936	NA		0.894695241746896	20
4	69		2	1.016964801905	0.367460456584078	NA		0.894695241746896	20
5	69		2	0.111906966947889	0.894695241746896	NA		0.894695241746896	20
