state_program	emmean	SE	df	lower.CL	upper.CL
activated_migratory	0.486806215871236	0.130636952382162	79.6056137143089	0.226810621433509	0.746801810308964
fibroblast_like	0.501587184233726	0.105169766993021	49.360026552954	0.290279610196186	0.712894758271266
vascular_stabilizing	0.67605218150007	0.105434313549431	49.723018957838	0.464251897964255	0.887852465035886
