contrast	estimate	SE	df	t.ratio	p.value
Healthy - Fibrotic_ILD	-0.0145932620568837	0.0124379090072028	31	-1.17328901895268	0.46733398212026
Healthy - Other	-0.0147605050016941	0.0143479540208955	31	-1.0287532968253	0.46733398212026
Fibrotic_ILD - Other	-0.00016724294481033	0.0179648178310246	31	-0.00930947067670831	0.992631878034503
