contrast	estimate	SE	df	t.ratio	p.value	lower.CL	upper.CL	min_cells	arm
Healthy - Fibrotic_ILD	0.0136674473133418	0.0127673165096585	30.9895900965654	1.07050274057217	0.877980541293555	-0.0123720209094146	0.0397069155360982	20	_ageadj
Healthy - Other	0.00247735381441951	0.0234764244584223	8.70626316623449	0.10552517564193	0.918350244556908	-0.0509043957855	0.055859103414339	20	_ageadj
Fibrotic_ILD - Other	-0.0111900934989223	0.0258591934280053	11.0046492246879	-0.432731729629413	0.918350244556908	-0.0681028609063472	0.0457226739085026	20	_ageadj
