disease_group	emmean	SE	df	lower.CL	upper.CL	n_donors_group	min_cells	n_donors	arm	model	estimable
Healthy	0.0461923163749303	0.0124132822350567	6.39181731300409	0.0162637883177412	0.0761208444321194	29	20	36	_ageadj	lmer(disease_group + sex + age + (1 | study))	TRUE
Fibrotic_ILD	0.0470705671885749	0.0295782927105474	12.8332887528513	-0.0169139336400868	0.111055068017237	4	20	36	_ageadj	lmer(disease_group + sex + age + (1 | study))	TRUE
Other	0.0770531166090788	0.0331652830157365	6.84192705479859	-0.00173911203066697	0.155845345248825	3	20	36	_ageadj	lmer(disease_group + sex + age + (1 | study))	TRUE
