contrast	estimate	SE	df	t.ratio	p.value	lower.CL	upper.CL	min_cells	arm
Healthy - Fibrotic_ILD	0.0623793859861885	0.0930578580012507	35.0404919778347	0.670329054697887	0.756643413820787	-0.126530305734542	0.251289077706919	10	_ageadj
Healthy - Other	0.190462796028576	0.395388138833704	10.6774540184355	0.481710950132174	0.756643413820787	-0.682998755354357	1.06392434741151	10	_ageadj
Fibrotic_ILD - Other	0.128083410042387	0.403557875279987	11.4917163673733	0.317385480220212	0.756643413820787	-0.75552644670669	1.01169326679146	10	_ageadj
