contrast	estimate	SE	df	t.ratio	p.value
Healthy - Fibrotic_ILD	0.121606938405476	0.189522492483028	31	0.641649108832643	0.788726132359458
Healthy - Other	0.185619056515546	0.218626780956289	31	0.849022501743088	0.788726132359458
Fibrotic_ILD - Other	0.0640121181100701	0.273738700803136	31	0.233843873453997	0.816643626910918
