contrast	estimate	SE	df	t.ratio	p.value	lower.CL	upper.CL	min_cells	arm
Healthy - Fibrotic_ILD	0.00259582358630861	0.00721422507002945	63.0754417966282	0.359820155472085	0.88347903169262	-0.0118203174097217	0.0170119645823389	20	
Healthy - Other	0.00419532962818965	0.0106874497460516	14.973779990672	0.392547308092802	0.88347903169262	-0.018587904960535	0.0269785642169143	20	
Fibrotic_ILD - Other	0.00159950604188105	0.0107439254233956	16.2933820965864	0.148875385750354	0.88347903169262	-0.0211433129552985	0.0243423250390606	20	
