contrast	estimate	SE	df	t.ratio	p.value	lens	arm	model	n_donors	n_studies	study_sd	singular	n_donors_group	citable_as
Healthy - Fibrotic_ILD	0.200260693278585	0.163749151560734	60.9934307944746	1.22297240242071	0.341403171977076	AGTR1_expr	primary	lmer(disease_group + sex + (1 | study))	69	17	0.303150856971829	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	citable
Healthy - Other	0.283359663945582	0.22495960334285	14.5812848394673	1.25960243410337	0.341403171977076	AGTR1_expr	primary	lmer(disease_group + sex + (1 | study))	69	17	0.303150856971829	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	citable
Fibrotic_ILD - Other	0.083098970666997	0.227728432511745	16.0021845625388	0.364903801209413	0.719961018145697	AGTR1_expr	primary	lmer(disease_group + sex + (1 | study))	69	17	0.303150856971829	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	citable
Healthy - Fibrotic_ILD	9.53962804673083	2.37463321704205	63.9189480784605	4.01730590571533	0.000472546562974992	AGTR1_scvi	primary	lmer(disease_group + sex + (1 | study))	69	17	5.51251111794437	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	NOT CITABLE as evidence: the denoised lens is the ONLY lens that moves. Raw expression and detection are both null on this contrast, and the count model (disease_association mean_expr, z_AGTR1 in Pericytes, 77 donors) is a well-powered null: -0.152, BH = 0.85. A denoiser-only result is the signature the standing rule exists to catch.
Healthy - Other	6.4353339253472	3.78526839888172	15.2846831768945	1.70009976762768	0.164047840231097	AGTR1_scvi	primary	lmer(disease_group + sex + (1 | study))	69	17	5.51251111794437	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	NOT CITABLE as evidence: the denoised lens is the ONLY lens that moves. Raw expression and detection are both null on this contrast, and the count model (disease_association mean_expr, z_AGTR1 in Pericytes, 77 donors) is a well-powered null: -0.152, BH = 0.85. A denoiser-only result is the signature the standing rule exists to catch.
Fibrotic_ILD - Other	-3.10429412138364	3.78590969406103	16.3898720319344	-0.81995989662758	0.424003631603386	AGTR1_scvi	primary	lmer(disease_group + sex + (1 | study))	69	17	5.51251111794437	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	NOT CITABLE as evidence: the denoised lens is the ONLY lens that moves. Raw expression and detection are both null on this contrast, and the count model (disease_association mean_expr, z_AGTR1 in Pericytes, 77 donors) is a well-powered null: -0.152, BH = 0.85. A denoiser-only result is the signature the standing rule exists to catch.
Healthy - Fibrotic_ILD	0.0394032555940776	0.0776796829798437	62.2066457632089	0.507253043299648	0.613770911932725	AGTR1_detect	primary	lmer(disease_group + sex + (1 | study))	69	17	0.152861746801029	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	citable
Healthy - Other	0.133559139199023	0.110817290877747	14.786327685235	1.20521931316986	0.613770911932725	AGTR1_detect	primary	lmer(disease_group + sex + (1 | study))	69	17	0.152861746801029	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	citable
Fibrotic_ILD - Other	0.0941558836049449	0.111767034832665	16.1781866700066	0.842429825090315	0.613770911932725	AGTR1_detect	primary	lmer(disease_group + sex + (1 | study))	69	17	0.152861746801029	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	citable
