contrast	estimate	SE	df	t.ratio	p.value
Healthy - Fibrotic_ILD	-0.021573933921695	0.192733657928192	31	-0.111936514636862	0.911595412584414
Healthy - Other	0.117765518509946	0.222331073545504	31	0.529685377000817	0.911595412584414
Fibrotic_ILD - Other	0.139339452431641	0.278376779616404	31	0.50054265525899	0.911595412584414
