contrast	estimate	SE	df	t.ratio	p.value	lower.CL	upper.CL	min_cells	arm	touches_small_group
Healthy - COPD	-0.0816472990937473	0.0181421402441262	80.7031208941624	-4.50042266210471	6.76342393831508e-05	-0.1177464805155	-0.045548117671995	10		TRUE
Healthy - Fibrotic_ILD	0.00667872267081741	0.00665696159106716	56.5243735828516	1.00326892073096	0.457009985607682	-0.00665404437298559	0.0200114897146204	10		FALSE
Healthy - Other	-0.0010390542191667	0.00815031847588936	17.8115640900394	-0.127486333477701	0.899983765672525	-0.0181752321512378	0.0160971237129044	10		FALSE
COPD - Fibrotic_ILD	0.0883260217645647	0.0169686364342482	73.5969167864594	5.20525158911968	1.01463081304857e-05	0.0545121984582765	0.122139845070853	10		TRUE
COPD - Other	0.0806082448745806	0.0187186634151901	80.225915192297	4.30630345162183	9.32289444984297e-05	0.043358527815812	0.117857961933349	10		TRUE
Fibrotic_ILD - Other	-0.00771777688998411	0.00856467880037007	16.0595160547529	-0.901116909328887	0.457009985607682	-0.025868617828368	0.0104330640483998	10		FALSE
