contrast	estimate	SE	df	t.ratio	p.value	lower.CL	upper.CL	min_cells	arm	model	touches_small_group
Healthy - COPD	0.267704604338135	0.138238321369867	68.6142095484009	1.93654409056279	0.170761686602448	-0.00810096645147768	0.543510175127748	10		lmer(disease_group + sex + (1 | study))	TRUE
Healthy - Fibrotic_ILD	-0.0228727475373422	0.0628940477955739	76.0820340330382	-0.363671099873968	0.85219566762635	-0.148134915641657	0.102389420566973	10		lmer(disease_group + sex + (1 | study))	FALSE
Healthy - Other	0.0254590221308375	0.136170650329354	74.6974016113091	0.186964092991112	0.85219566762635	-0.245824836671719	0.296742880933394	10		lmer(disease_group + sex + (1 | study))	FALSE
COPD - Fibrotic_ILD	-0.290577351875477	0.123120646722097	66.4342203839422	-2.36010254666186	0.127291374385642	-0.536365668564903	-0.0447890351860522	10		lmer(disease_group + sex + (1 | study))	TRUE
COPD - Other	-0.242245582207298	0.190690494286353	82.9997636485207	-1.27036003086513	0.415011918328683	-0.621521321777069	0.137030157362473	10		lmer(disease_group + sex + (1 | study))	TRUE
Fibrotic_ILD - Other	0.0483317696681798	0.145970452888386	73.4111316641471	0.331106526778648	0.85219566762635	-0.242559477698399	0.339223017034758	10		lmer(disease_group + sex + (1 | study))	FALSE
