contrast	estimate	SE	df	t.ratio	p.value
Healthy - Fibrotic_ILD	-0.0117376821539613	0.0435528780111661	31	-0.269504168035739	0.789327576963919
Healthy - Other	0.0214023864883723	0.0502411370608999	31	0.425993274444193	0.789327576963919
Fibrotic_ILD - Other	0.0331400686423336	0.0629060334043556	31	0.526818603063263	0.789327576963919
