level	n_donors	arm	Df	F.value	Pr..F.	p_BH	min_cells
activated_migratory	47	_ageadj	2	0.240293746158964	0.790345268777557	0.832405904558289	10
basement_membrane	47	_ageadj	2	0.338482720539865	0.717837345906274	0.832405904558289	10
vascular_stabilizing	47	_ageadj	2	0.185560111999256	0.832405904558289	0.832405904558289	10
