disease_group	emmean	SE	df	lower.CL	upper.CL	min_cells	n_donors	arm
Healthy	0.101351998260002	0.0246629325071519	7.48344594978907	0.0437885485271905	0.158915447992814	10	47	_ageadj
Fibrotic_ILD	0.178288097222758	0.0568999027679401	14.2049878365795	0.0564149560919623	0.300161238353553	10	47	_ageadj
Other	0.188125541051706	0.0750312831323426	10.1194461365616	0.0212125204090852	0.355038561694327	10	47	_ageadj
