term,estimate,se,pval,ci_lower,ci_upper,n_cells,n_donors,fallback,formula
AGTR1_detect,-0.0035869974423725034,0.0008159361371276907,1.1017549593457585e-05,-0.0051862028848275125,-0.0019877919999174948,7157,56,False,airspace_score ~ AGTR1_detect + age + C(sex) + n_counts + n_genes + pct_mito
