cluster_key	cluster	n_boot	jaccard_mean	jaccard_median	jaccard_min	jaccard_lo	jaccard_hi	pericyte_state
leiden_n30_r0.5	0	30	0.97605043306205	0.9901360200278047	0.8907798362774666	0.8929542983956854	0.9929550962423481	0
leiden_n30_r0.5	1	30	0.9943100018075327	0.9962048837831584	0.9687707641196013	0.9689743561395459	0.9977164972976855	1
leiden_n30_r0.5	2	30	0.9156539566668604	0.9075697541404864	0.6809169764560099	0.7980165991026258	0.9735111111111111	2
leiden_n30_r0.5	3	30	0.9336491897350323	0.9759032258064516	0.7741935483870968	0.7767921146953405	0.9879343039354307	3
leiden_n30_r0.5	4	30	0.5886308555687143	0.5184489402697495	0.10634328358208955	0.12503158652937843	0.9780065359477124	4
leiden_n30_r0.5	5	30	0.7195007448689175	0.9548008171603677	0.02759308510638298	0.027639747854438592	0.9816978878551672	5
