test_ligand	auroc	aupr	aupr_corrected	pearson	rank	receiver
CCN2	0.847379514282113	0.264016161802111	0.253926475703456	0.339985220477832	1	Pericyte_cg_inflammatory
TGFB2	0.882141059519311	0.218146095707459	0.208056409608805	0.326995665300739	2	Pericyte_cg_inflammatory
TGFB1	0.934700201333837	0.2118944638333	0.201804777734645	0.307338397260769	3	Pericyte_cg_inflammatory
TIMP2	0.819444444444443	0.201903521247771	0.191813835149116	0.273701789260331	4	Pericyte_cg_inflammatory
VTN	0.849267019000878	0.194982912135596	0.184893226036941	0.290129728231256	5	Pericyte_cg_inflammatory
COPA	0.870446394865984	0.190441594118215	0.18035190801956	0.250536676689508	6	Pericyte_cg_inflammatory
ICAM1	0.842786586133129	0.187924677815417	0.177834991716763	0.262380837604725	7	Pericyte_cg_inflammatory
IL1RN	0.845790864477159	0.185458391146585	0.175368705047931	0.29389888192484	8	Pericyte_cg_inflammatory
FN1	0.863281741537688	0.18531078829728	0.175221102198626	0.265445118642784	9	Pericyte_cg_inflammatory
NAMPT	0.849290612809863	0.182056961988331	0.171967275889677	0.271669847196603	10	Pericyte_cg_inflammatory
C4BPA	0.76126211148861	0.172668898117096	0.162579212018441	0.235126802857721	11	Pericyte_cg_inflammatory
PLA2G2A	0.839286837800426	0.167573377117711	0.157483691019057	0.286774779841971	12	Pericyte_cg_inflammatory
RELN	0.871303636592423	0.162133351293525	0.15204366519487	0.221897618215041	13	Pericyte_cg_inflammatory
EDN1	0.862857052975963	0.161368547761561	0.151278861662907	0.228803727448153	14	Pericyte_cg_inflammatory
AGT	0.838720586384793	0.160342717221182	0.150253031122527	0.29345913850287	15	Pericyte_cg_inflammatory
VCAM1	0.839176733358497	0.156708049199581	0.146618363100926	0.250766317175422	16	Pericyte_cg_inflammatory
MMP14	0.850588272304011	0.156112822052563	0.146023135953908	0.261341715073764	17	Pericyte_cg_inflammatory
SIRPB2	0.82334528752988	0.152568579564506	0.142478893465851	0.241982908927109	18	Pericyte_cg_inflammatory
SELE	0.82150497042909	0.151077281984284	0.140987595885629	0.247342563398169	19	Pericyte_cg_inflammatory
TGFBI	0.818193972568264	0.150791747159195	0.14070206106054	0.232987351123627	20	Pericyte_cg_inflammatory
COL4A1	0.845665030829243	0.149990336308927	0.139900650210272	0.199199322920609	21	Pericyte_cg_inflammatory
TNC	0.855110419026046	0.148409053025941	0.138319366927286	0.204809045725516	22	Pericyte_cg_inflammatory
C3	0.850399521832137	0.146269309313474	0.136179623214819	0.23920436895433	23	Pericyte_cg_inflammatory
COL1A1	0.872223795142819	0.145566043649922	0.135476357551268	0.2259841891113	24	Pericyte_cg_inflammatory
PRG4	0.83256260223984	0.144450783073911	0.134361096975257	0.201850034719424	25	Pericyte_cg_inflammatory
COL5A1	0.861921165219579	0.144422557658214	0.13433287155956	0.212123829263669	26	Pericyte_cg_inflammatory
NTS	0.861378507612933	0.142392894893086	0.132303208794431	0.170696072005232	27	Pericyte_cg_inflammatory
THBS2	0.822315024537557	0.142246111440859	0.132156425342204	0.238248367799891	28	Pericyte_cg_inflammatory
SIGLEC9	0.838704857178809	0.141974273995872	0.131884587897217	0.209860161864665	29	Pericyte_cg_inflammatory
JAM3	0.860914496036236	0.141802513432816	0.131712827334161	0.212988530403278	30	Pericyte_cg_inflammatory
APOA1	0.85880678243362	0.141476529648084	0.131386843549429	0.232959425570343	31	Pericyte_cg_inflammatory
SHISA4	0.858665219579711	0.140951841932974	0.130862155834319	0.217204145781732	32	Pericyte_cg_inflammatory
ITGB2	0.853348747955202	0.140578590976406	0.130488904877751	0.246145632269665	33	Pericyte_cg_inflammatory
F8	0.848024411727695	0.140467920743342	0.130378234644687	0.203595819027377	34	Pericyte_cg_inflammatory
GGT1	0.850839939599848	0.137882934382349	0.127793248283695	0.209053522902858	35	Pericyte_cg_inflammatory
